subject,trial_idx,start_marker,stop_marker,start_time,stop_time,used_duration,true_freq,pred_class_idx,pred_freq,correct
SS21,10,Start10,Stop10,4392.094208121152,4397.098326390298,4.0,11.0,0,7.0,False
SS21,11,Start11,Stop11,4403.701248181536,4408.714505650808,4.0,7.5,0,7.0,False
SS21,12,Start12,Stop12,4415.313468241992,4420.312727511071,4.0,8.5,0,7.0,False
SS21,13,Start13,Stop13,4427.1138475050475,4432.120909674234,4.0,7.0,0,7.0,True
SS21,14,Start14,Stop14,4438.720410265425,4443.734366234707,4.0,8.0,0,7.0,False
SS21,15,Start15,Stop15,4450.331796425869,4455.335459395009,4.0,9.0,0,7.0,False
SS21,16,Start16,Stop16,4461.939634686265,4466.943111755401,4.0,11.0,0,7.0,False
SS21,17,Start17,Stop17,4473.554547246757,4478.5527475158215,4.0,7.5,0,7.0,False
SS21,18,Start18,Stop18,4485.153827107034,4490.1578840761795,4.0,8.5,0,7.0,False
SS21,19,Start19,Stop19,4496.765159567477,4501.7640899365515,4.0,7.0,0,7.0,True
SS21,20,Start20,Stop20,4508.371717227855,4513.383005297101,4.0,8.0,0,7.0,False
SS21,21,Start21,Stop21,4519.9824624882895,4525.183362960155,4.0,9.0,0,7.0,False
SS21,22,Start22,Stop22,4531.7866302513985,4536.598259317884,4.0,11.0,0,7.0,False
SS21,23,Start23,Stop23,4543.202089409135,4548.204038478251,4.0,7.5,0,7.0,False
SS21,24,Start24,Stop24,4554.806134669478,4559.810983538634,4.0,8.5,0,7.0,False
SS22,1,Start1,Stop1,7089.222083446176,7094.2204034373935,4.0,7.0,0,7.0,True
SS22,2,Start2,Stop2,7100.818133193801,7105.818490884975,4.0,8.0,0,7.0,False
SS22,3,Start3,Stop3,7112.424057441212,7117.421926032439,4.0,9.0,0,7.0,False
SS22,4,Start4,Stop4,7123.815425393292,7129.013583780161,4.0,11.0,0,7.0,False
SS22,5,Start5,Stop5,7135.905051330176,7140.61630422764,4.0,7.5,0,7.0,False
SS22,6,Start6,Stop6,7147.01825998831,7152.0132435795995,4.0,8.5,0,7.0,False
SS22,7,Start7,Stop7,7158.613753935948,7163.421463831313,4.0,7.0,0,7.0,True
SS22,8,Start8,Stop8,7170.015358587805,7175.014076879013,4.0,8.0,0,7.0,False
SS22,9,Start9,Stop9,7181.617508835298,7186.614988126534,4.0,9.0,0,7.0,False
SS22,10,Start10,Stop10,7193.218292282821,7198.221055173942,4.0,11.0,0,7.0,False
SS22,11,Start11,Stop11,7204.8136625304605,7209.814021921634,4.0,7.5,0,7.0,False
SS22,12,Start12,Stop12,7216.215562282311,7221.215689373489,4.0,8.5,0,7.0,False
SS22,13,Start13,Stop13,7227.81418152988,7232.81606922102,4.0,7.0,0,7.0,True
SS22,14,Start14,Stop14,7239.216096981731,7244.417936068519,4.0,8.0,0,7.0,False
SS22,15,Start15,Stop15,7250.81618322927,7256.0191772160315,4.0,9.0,0,7.0,False
SS22,16,Start16,Stop16,7262.625840172246,7267.615252863658,4.0,11.0,0,7.0,False
SS22,17,Start17,Stop17,7274.024426924168,7279.033857715145,4.0,7.5,0,7.0,False
SS22,18,Start18,Stop18,7285.42169507612,7290.421083967315,4.0,8.5,0,7.0,False
SS22,19,Start19,Stop19,7297.024562623597,7302.019385914891,4.0,7.0,0,7.0,True
SS22,20,Start20,Stop20,7308.422425275537,7313.421330366742,4.0,8.0,0,7.0,False
SS22,21,Start21,Stop21,7320.021669323092,7325.022959414246,4.0,9.0,0,7.0,False
SS22,22,Start22,Stop22,7331.422866874958,7336.426933066052,4.0,11.0,0,7.0,False
SS22,23,Start23,Stop23,7343.232339117939,7348.034103413434,4.0,7.5,0,7.0,False
SS22,24,Start24,Stop24,7354.629169369901,7359.632328561012,4.0,8.5,0,7.0,False
SS23,1,Start1,Stop1,352990.1256871451,352995.1264856328,4.0,7.0,0,7.0,True
SS23,2,Start2,Stop2,353001.73240381666,353006.7154166045,4.0,8.0,0,7.0,False
SS23,3,Start3,Stop3,353013.5077578878,353018.51891787554,4.0,9.0,0,7.0,False
SS23,4,Start4,Stop4,353025.1074787594,353030.1007041472,4.0,11.0,0,7.0,False
SS23,5,Start5,Stop5,353036.89629473054,353041.71822441876,4.0,7.5,0,7.0,False
SS23,6,Start6,Stop6,353048.29094030266,353053.2876406904,4.0,8.5,0,7.0,False
SS23,7,Start7,Stop7,353060.09099037375,353065.07948666153,4.0,7.0,0,7.0,True
SS23,8,Start8,Stop8,353071.6761689454,353076.6938036331,4.0,8.0,0,7.0,False
SS23,9,Start9,Stop9,353083.270533017,353088.30451000464,4.0,9.0,0,7.0,False
SS23,10,Start10,Stop10,353094.86743588856,353100.0661860759,4.0,11.0,0,7.0,False
SS23,11,Start11,Stop11,353106.6596829597,353111.46185074793,4.0,7.5,0,7.0,False
SS23,12,Start12,Stop12,353118.2601567313,353123.0552792196,4.0,8.5,0,7.0,False
SS23,13,Start13,Stop13,353129.6556560034,353134.8485047907,4.0,7.0,0,7.0,True
SS23,14,Start14,Stop14,353141.4512239745,353146.44733236235,4.0,8.0,0,7.0,False
SS23,15,Start15,Stop15,353153.04727164615,353158.0410981339,4.0,9.0,0,7.0,False
SS23,16,Start16,Stop16,353164.85561581724,353169.66641980543,4.0,11.0,0,7.0,False
SS23,17,Start17,Stop17,353176.43506748887,353181.4402925766,4.0,7.5,0,7.0,False
SS23,18,Start18,Stop18,353188.0358588605,353193.0354947482,4.0,8.5,0,7.0,False
SS23,19,Start19,Stop19,353199.63059313205,353204.63304061984,4.0,7.0,0,7.0,True
SS23,20,Start20,Stop20,353211.23823430366,353216.2253667914,4.0,8.0,0,7.0,False
SS23,21,Start21,Stop21,353222.8230961753,353227.83520536305,4.0,9.0,0,7.0,False
SS23,22,Start22,Stop22,353234.4248998469,353239.4209392346,4.0,11.0,0,7.0,False
SS23,23,Start23,Stop23,353246.0221755185,353251.0251167062,4.0,7.5,0,7.0,False
SS23,24,Start24,Stop24,353257.8272850896,353262.81629637734,4.0,8.5,0,7.0,False
SS24,1,Start1,Stop1,353795.3347245578,353800.330060673,4.0,7.0,0,7.0,True
SS24,2,Start2,Stop2,353806.94956259313,353811.9310740083,4.0,8.0,0,7.0,False
SS24,3,Start3,Stop3,353818.53164292837,353823.53384844353,4.0,9.0,0,7.0,False
SS24,4,Start4,Stop4,353830.13617376366,353835.1347310788,4.0,11.0,0,7.0,False
SS24,5,Start5,Stop5,353841.94311149954,353846.9484724148,4.0,7.5,0,7.0,False
SS24,6,Start6,Stop6,353853.7395054354,353858.53728775,4.0,8.5,0,7.0,False
SS24,7,Start7,Stop7,353865.1399432701,353870.1373045853,4.0,7.0,0,7.0,True
SS24,8,Start8,Stop8,353876.94462420593,353881.94125082117,4.0,8.0,0,7.0,False
SS24,9,Start9,Stop9,353888.55442014127,353893.54081085644,4.0,9.0,0,7.0,False
SS24,10,Start10,Stop10,353900.1436880765,353905.3792107924,4.0,11.0,0,7.0,False
SS24,11,Start11,Stop11,353911.9432422124,353916.9458002276,4.0,7.5,0,7.0,False
SS24,12,Start12,Stop12,353923.5474967477,353928.5601673629,4.0,8.5,0,7.0,False
SS24,13,Start13,Stop13,353935.3559308836,353940.35262369877,4.0,7.0,0,7.0,True
SS24,14,Start14,Stop14,353946.95292721887,353951.95427273406,4.0,8.0,0,7.0,False
SS24,15,Start15,Stop15,353958.56215575413,353963.66237676964,4.0,9.0,0,7.0,False
SS24,16,Start16,Stop16,353970.36476399004,353975.3609941053,4.0,11.0,0,7.0,False
SS24,17,Start17,Stop17,353982.0451818256,353986.7695031399,4.0,7.5,0,7.0,False
SS24,18,Start18,Stop18,353993.5790752606,353998.3705940752,4.0,8.5,0,7.0,False
SS24,19,Start19,Stop19,354005.1704001959,354010.17156271107,4.0,7.0,0,7.0,True
SS24,20,Start20,Stop20,354016.7753996312,354021.77932674636,4.0,8.0,0,7.0,False
SS24,21,Start21,Stop21,354028.3955840665,354033.3814127816,4.0,9.0,0,7.0,False
SS24,22,Start22,Stop22,354039.9814056017,354044.985121117,4.0,11.0,0,7.0,False
SS24,23,Start23,Stop23,354051.586652437,354056.59156055225,4.0,7.5,0,7.0,False
SS24,24,Start24,Stop24,354063.1900290723,354068.1915280875,4.0,8.5,0,7.0,False
SS25,1,Start1,Stop1,354988.40471218666,354993.3957674268,4.0,7.0,0,7.0,True
SS25,2,Start2,Stop2,354999.99711927975,355005.0003610199,4.0,8.0,0,7.0,False
SS25,3,Start3,Stop3,355011.5975625729,355016.598308613,4.0,9.0,0,7.0,False
SS25,4,Start4,Stop4,355023.195027766,355028.19735740614,4.0,11.0,0,7.0,False
SS25,5,Start5,Stop5,355034.99853046075,355039.9994097009,4.0,7.5,0,7.0,False
SS25,6,Start6,Stop6,355046.6086320539,355051.7967663956,4.0,8.5,0,7.0,False
SS25,7,Start7,Stop7,355058.39649504854,355063.39949628874,4.0,7.0,0,7.0,True
SS25,8,Start8,Stop8,355069.9971364417,355075.0024428819,4.0,8.0,0,7.0,False
SS25,9,Start9,Stop9,355081.8039352365,355086.8087695766,4.0,9.0,0,7.0,False
SS25,10,Start10,Stop10,355093.4048908296,355098.3990539697,4.0,11.0,0,7.0,False
SS25,11,Start11,Stop11,355105.0006399227,355109.9992877628,4.0,7.5,0,7.0,False
SS25,12,Start12,Stop12,355116.61151251587,355121.605833356,4.0,8.5,0,7.0,False
SS25,13,Start13,Stop13,355128.20248690894,355133.20168514905,4.0,7.0,0,7.0,True
SS25,14,Start14,Stop14,355139.80704630207,355144.8166422423,4.0,8.0,0,7.0,False
SS25,15,Start15,Stop15,355151.4059767952,355156.4052392353,4.0,9.0,0,7.0,False
SS25,16,Start16,Stop16,355163.0065830883,355168.3415784311,4.0,11.0,0,7.0,False
SS25,17,Start17,Stop17,355174.8134917831,355179.8082219232,4.0,7.5,0,7.0,False
SS25,18,Start18,Stop18,355186.41539187625,355191.41438821633,4.0,8.5,0,7.0,False
SS25,19,Start19,Stop19,355198.0207140694,355203.01697760954,4.0,7.0,0,7.0,True
SS25,20,Start20,Stop20,355209.6186270625,355214.6171236026,4.0,8.0,0,7.0,False
SS25,21,Start21,Stop21,355221.2186134556,355226.21963649575,4.0,9.0,0,7.0,False
SS25,22,Start22,Stop22,355232.8330541489,355237.8217694889,4.0,11.0,0,7.0,False
SS25,23,Start23,Stop23,355244.4244249419,355249.42888198205,4.0,7.5,0,7.0,False
SS25,24,Start24,Stop24,355256.027025035,355261.0464367753,4.0,8.5,0,7.0,False
SS26,1,Start1,Stop1,355426.62950917555,355431.5990365707,4.0,7.0,0,7.0,True
SS26,2,Start2,Stop2,355438.40632196417,355443.39818285935,4.0,8.0,0,7.0,False
SS26,3,Start3,Stop3,355450.00253065303,355455.0977749481,4.0,9.0,0,7.0,False
SS26,4,Start4,Stop4,355461.81657064165,355466.81939373683,4.0,11.0,0,7.0,False
SS26,5,Start5,Stop5,355473.4154840305,355478.41562522564,4.0,7.5,0,7.0,False
SS26,6,Start6,Stop6,355485.21519631916,355490.2182617143,4.0,8.5,0,7.0,False
SS26,7,Start7,Stop7,355496.82452090795,355501.82864550315,4.0,7.0,0,7.0,True
SS26,8,Start8,Stop8,355508.4338351968,355513.430285692,4.0,8.0,0,7.0,False
SS26,9,Start9,Stop9,355520.23562028544,355525.2347062806,4.0,9.0,0,7.0,False
SS26,10,Start10,Stop10,355531.84923737426,355536.8401254695,4.0,11.0,0,7.0,False
SS26,11,Start11,Stop11,355543.4430424631,355548.4503297583,4.0,7.5,0,7.0,False
SS26,12,Start12,Stop12,355555.047089652,355560.05302854715,4.0,8.5,0,7.0,False
SS26,13,Start13,Stop13,355566.6725803407,355571.65769843594,4.0,7.0,0,7.0,True
SS26,14,Start14,Stop14,355578.26045102964,355583.26574992476,4.0,8.0,0,7.0,False
SS26,15,Start15,Stop15,355589.6643276186,355594.8641497136,4.0,9.0,0,7.0,False
SS26,16,Start16,Stop16,355601.47693900723,355606.47745030245,4.0,11.0,0,7.0,False
SS26,17,Start17,Stop17,355613.07513039606,355618.0772553913,4.0,7.5,0,7.0,False
SS26,18,Start18,Stop18,355624.48182678514,355629.68273488013,4.0,8.5,0,7.0,False
SS26,19,Start19,Stop19,355636.29604257375,355641.29015336896,4.0,7.0,0,7.0,True
SS26,20,Start20,Stop20,355647.8915443626,355652.89409115777,4.0,8.0,0,7.0,False
SS26,21,Start21,Stop21,355659.6998599512,355664.7111071464,4.0,9.0,0,7.0,False
SS26,22,Start22,Stop22,355671.3046766401,355676.30808393523,4.0,11.0,0,7.0,False
SS26,23,Start23,Stop23,355683.1090017287,355687.91152042407,4.0,7.5,0,7.0,False
SS26,24,Start24,Stop24,355694.79720201745,355699.7165746127,4.0,8.5,0,7.0,False
SS27,1,Start1,Stop1,355803.8831785018,355808.88496889354,4.0,7.0,0,7.0,True
SS27,2,Start2,Stop2,355815.49761421484,355820.4935300065,4.0,8.0,0,7.0,False
SS27,3,Start3,Stop3,355827.2965255313,355832.296180723,4.0,9.0,0,7.0,False
SS27,4,Start4,Stop4,355838.9009686441,355843.90296233585,4.0,11.0,0,7.0,False
SS27,5,Start5,Stop5,355850.5164337572,355855.5100761488,4.0,7.5,0,7.0,False
SS27,6,Start6,Stop6,355862.11000796984,355867.11340506165,4.0,8.5,0,7.0,False
SS27,7,Start7,Stop7,355873.7213023828,355878.72453147464,4.0,7.0,0,7.0,True
SS27,8,Start8,Stop8,355885.3380624959,355890.32880028745,4.0,8.0,0,7.0,False
SS27,9,Start9,Stop9,355896.9274511085,355901.9308045003,4.0,9.0,0,7.0,False
SS27,10,Start10,Stop10,355908.53664312145,355913.53803071316,4.0,11.0,0,7.0,False
SS27,11,Start11,Stop11,355920.1495363345,355925.3433415297,4.0,7.5,0,7.0,False
SS27,12,Start12,Stop12,355931.9491137509,355936.95056894264,4.0,8.5,0,7.0,False
SS27,13,Start13,Stop13,355943.55362586374,355948.5602783556,4.0,7.0,0,7.0,True
SS27,14,Start14,Stop14,355955.17186987685,355960.19822836906,4.0,8.0,0,7.0,False
SS27,15,Start15,Stop15,355966.76539138955,355971.76859908126,4.0,9.0,0,7.0,False
SS27,16,Start16,Stop16,355978.3729802025,355983.3766436942,4.0,11.0,0,7.0,False
SS27,17,Start17,Stop17,355989.98714391544,355994.9815890071,4.0,7.5,0,7.0,False
SS27,18,Start18,Stop18,356001.5855274282,356006.59010272,4.0,8.5,0,7.0,False
SS27,19,Start19,Stop19,356013.19352844113,356018.19478053285,4.0,7.0,0,7.0,True
SS27,20,Start20,Stop20,356024.8106068542,356029.8008046458,4.0,8.0,0,7.0,False
SS27,21,Start21,Stop21,356036.408520267,356041.4116923588,4.0,9.0,0,7.0,False
SS27,22,Start22,Stop22,356048.0142503798,356053.01447977155,4.0,11.0,0,7.0,False
SS27,23,Start23,Stop23,356059.6207791928,356064.6187194844,4.0,7.5,0,7.0,False
SS27,24,Start24,Stop24,356071.2245203056,356076.2295545974,4.0,8.5,0,7.0,False
SS28,1,Start1,Stop1,358325.16908678564,358330.1001626489,4.0,7.0,0,7.0,True
SS28,2,Start2,Stop2,358336.9020667742,358341.8925182395,4.0,8.0,0,7.0,False
SS28,3,Start3,Stop3,358348.5071747586,358353.68176552997,4.0,9.0,0,7.0,False
SS28,4,Start4,Stop4,358360.28237704857,358365.2877362144,4.0,11.0,0,7.0,False
SS28,5,Start5,Stop5,358371.8854109329,358376.9129219994,4.0,7.5,0,7.0,False
SS28,6,Start6,Stop6,358383.65910672286,358388.6642242886,4.0,8.5,0,7.0,False
SS28,7,Start7,Stop7,358395.288600308,358400.2497956723,4.0,7.0,0,7.0,True
SS28,8,Start8,Stop8,358406.8577906912,358411.8490904565,4.0,8.0,0,7.0,False
SS28,9,Start9,Stop9,358418.6382930814,358423.6359260469,4.0,9.0,0,7.0,False
SS28,10,Start10,Stop10,358430.2337332655,358435.23410173104,4.0,11.0,0,7.0,False
SS28,11,Start11,Stop11,358442.02768895606,358447.02693022165,4.0,7.5,0,7.0,False
SS28,12,Start12,Stop12,358453.62015624,358458.6197021056,4.0,8.5,0,7.0,False
SS28,13,Start13,Stop13,358465.4148351307,358470.4263723967,4.0,7.0,0,7.0,True
SS28,14,Start14,Stop14,358477.01797601493,358482.03061598097,4.0,8.0,0,7.0,False
SS28,15,Start15,Stop15,358488.6070938988,358493.60624446435,4.0,9.0,0,7.0,False
SS28,16,Start16,Stop16,358500.20809448307,358505.2040714485,4.0,11.0,0,7.0,False
SS28,17,Start17,Stop17,358511.99798437353,358516.99497823906,4.0,7.5,0,7.0,False
SS28,18,Start18,Stop18,358523.5962806577,358528.59335892316,4.0,8.5,0,7.0,False
SS28,19,Start19,Stop19,358535.19739494193,358540.1935191074,4.0,7.0,0,7.0,True
SS28,20,Start20,Stop20,358546.79035752587,358551.7833047912,4.0,8.0,0,7.0,False
SS28,21,Start21,Stop21,358558.38623040996,358563.3855411755,4.0,9.0,0,7.0,False
SS28,22,Start22,Stop22,358570.19600350107,358575.1901451665,4.0,11.0,0,7.0,False
SS28,23,Start23,Stop23,358581.77596778463,358586.7835851505,4.0,7.5,0,7.0,False
SS28,24,Start24,Stop24,358593.38849046925,358598.37666623446,4.0,8.5,0,7.0,False
SS29,1,Start1,Stop1,358797.9944218887,358802.99861067405,4.0,7.0,0,7.0,True
SS29,2,Start2,Stop2,358809.6162513547,358814.5934549401,4.0,8.0,0,7.0,False
SS29,3,Start3,Stop3,358821.1973491208,358826.20225670614,4.0,9.0,0,7.0,False
SS29,4,Start4,Stop4,358832.9933091863,358837.9970959716,4.0,11.0,0,7.0,False
SS29,5,Start5,Stop5,358844.5990473523,358849.6027631377,4.0,7.5,0,7.0,False
SS29,6,Start6,Stop6,358856.1930679184,358861.19245850376,4.0,8.5,0,7.0,False
SS29,7,Start7,Stop7,358867.82770658436,358872.7954265698,4.0,7.0,0,7.0,True
SS29,8,Start8,Stop8,358879.3964338505,358884.3941833359,4.0,8.0,0,7.0,False
SS29,9,Start9,Stop9,358890.99514171656,358895.9933533019,4.0,9.0,0,7.0,False
SS29,10,Start10,Stop10,358902.796695282,358907.8061011674,4.0,11.0,0,7.0,False
SS29,11,Start11,Stop11,358914.403009448,358919.39834543347,4.0,7.5,0,7.0,False
SS29,12,Start12,Stop12,358925.9945303141,358931.00021199946,4.0,8.5,0,7.0,False
SS29,13,Start13,Stop13,358937.6028628801,358942.6042562655,4.0,7.0,0,7.0,True
SS29,14,Start14,Stop14,358949.2063023462,358954.1973888316,4.0,8.0,0,7.0,False
SS29,15,Start15,Stop15,358960.80422431225,358965.79742149764,4.0,9.0,0,7.0,False
SS29,16,Start16,Stop16,358972.59766287776,358977.5962504631,4.0,11.0,0,7.0,False
SS29,17,Start17,Stop17,358984.2004292438,358989.20973382914,4.0,7.5,0,7.0,False
SS29,18,Start18,Stop18,358995.8041184098,359000.7995045952,4.0,8.5,0,7.0,False
SS29,19,Start19,Stop19,359007.40009817586,359012.39972356125,4.0,7.0,0,7.0,True
SS29,20,Start20,Stop20,359019.0108356419,359024.0023447273,4.0,8.0,0,7.0,False
SS29,21,Start21,Stop21,359030.60898790794,359035.6080689933,4.0,9.0,0,7.0,False
SS29,22,Start22,Stop22,359042.211119374,359047.2078399594,4.0,11.0,0,7.0,False
SS29,23,Start23,Stop23,359054.00546573946,359059.01002062485,4.0,7.5,0,7.0,False
SS29,24,Start24,Stop24,359065.60764850554,359070.6172781909,4.0,8.5,0,7.0,False
SS30,1,Start1,Stop1,492242.14211470634,492247.1311969275,4.0,7.0,0,7.0,True
SS30,2,Start2,Stop2,492253.92477975634,492258.72467957676,4.0,8.0,0,7.0,False
SS30,3,Start3,Stop3,492265.5446357057,492270.5259566269,4.0,9.0,0,7.0,False
SS30,4,Start4,Stop4,492277.12508445495,492282.1223048762,4.0,11.0,0,7.0,False
SS30,5,Start5,Stop5,492288.71834290423,492293.7167298255,4.0,7.5,0,7.0,False
SS30,6,Start6,Stop6,492300.3195293535,492305.5173388756,4.0,8.5,0,7.0,False
SS30,7,Start7,Stop7,492312.11451900366,492317.1072857249,4.0,7.0,0,7.0,True
SS30,8,Start8,Stop8,492323.70802235295,492328.7041245742,4.0,8.0,0,7.0,False
SS30,9,Start9,Stop9,492335.5383015032,492340.5000393243,4.0,9.0,0,7.0,False
SS30,10,Start10,Stop10,492347.10830155236,492352.1046166736,4.0,11.0,0,7.0,False
SS30,11,Start11,Stop11,492358.69793720165,492363.6989902229,4.0,7.5,0,7.0,False
SS30,12,Start12,Stop12,492370.53599225194,492375.50073937303,4.0,8.5,0,7.0,False
SS30,13,Start13,Stop13,492382.0937485011,492387.0935599223,4.0,7.0,0,7.0,True
SS30,14,Start14,Stop14,492393.7081261504,492398.69152927154,4.0,8.0,0,7.0,False
SS30,15,Start15,Stop15,492405.29955269967,492410.28834782087,4.0,9.0,0,7.0,False
SS30,16,Start16,Stop16,492417.0985014498,492422.09293107106,4.0,11.0,0,7.0,False
SS30,17,Start17,Stop17,492428.6880337991,492433.6834684203,4.0,7.5,0,7.0,False
SS30,18,Start18,Stop18,492440.28473494836,492445.2843151696,4.0,8.5,0,7.0,False
SS30,19,Start19,Stop19,492451.8860475976,492456.8852045189,4.0,7.0,0,7.0,True
SS30,20,Start20,Stop20,492463.68619244784,492468.6974338691,4.0,8.0,0,7.0,False
SS30,21,Start21,Stop21,492475.28945009713,492480.2799596183,4.0,9.0,0,7.0,False
SS30,22,Start22,Stop22,492487.08860464726,492492.0850318685,4.0,11.0,0,7.0,False
SS30,23,Start23,Stop23,492498.68101719656,492503.6795856178,4.0,7.5,0,7.0,False
SS30,24,Start24,Stop24,492510.28194244584,492515.2861167671,4.0,8.5,0,7.0,False
SS31,1,Start1,Stop1,492786.06415026146,492791.01807690976,4.0,7.0,0,7.0,True
SS31,2,Start2,Stop2,492797.6214718742,492802.6310535231,4.0,8.0,0,7.0,False
SS31,3,Start3,Stop3,492809.2224662874,492814.2250141362,4.0,9.0,0,7.0,False
SS31,4,Start4,Stop4,492820.8245788006,492826.0231232513,4.0,11.0,0,7.0,False
SS31,5,Start5,Stop5,492832.6331131158,492837.62396896444,4.0,7.5,0,7.0,False
SS31,6,Start6,Stop6,492844.22575792886,492849.22649337765,4.0,8.5,0,7.0,False
SS31,7,Start7,Stop7,492856.029007644,492861.0275722928,4.0,7.0,0,7.0,True
SS31,8,Start8,Stop8,492867.62657215714,492872.62874540593,4.0,8.0,0,7.0,False
SS31,9,Start9,Stop9,492879.23266847036,492884.2406602193,4.0,9.0,0,7.0,False
SS31,10,Start10,Stop10,492890.8361070836,492895.8434042324,4.0,11.0,0,7.0,False
SS31,11,Start11,Stop11,492902.4353332967,492907.4339663455,4.0,7.5,0,7.0,False
SS31,12,Start12,Stop12,492914.2439513119,492919.2362045607,4.0,8.5,0,7.0,False
SS31,13,Start13,Stop13,492925.835316525,492930.8359231738,4.0,7.0,0,7.0,True
SS31,14,Start14,Stop14,492937.4382456382,492942.437413187,4.0,8.0,0,7.0,False
SS31,15,Start15,Stop15,492949.0647316516,492954.04003150016,4.0,9.0,0,7.0,False
SS31,16,Start16,Stop16,492960.64875886467,492965.6522101135,4.0,11.0,0,7.0,False
SS31,17,Start17,Stop17,492972.4063544793,492977.4457549285,4.0,7.5,0,7.0,False
SS31,18,Start18,Stop18,492984.04785859294,492989.0619844419,4.0,8.5,0,7.0,False
SS31,19,Start19,Stop19,492995.8558238082,493000.6510620549,4.0,7.0,0,7.0,True
SS31,20,Start20,Stop20,493007.25324541936,493012.25317676814,4.0,8.0,0,7.0,False
SS31,21,Start21,Stop21,493018.8549445325,493024.05809088325,4.0,9.0,0,7.0,False
SS31,22,Start22,Stop22,493030.6732894478,493035.66095709644,4.0,11.0,0,7.0,False
SS31,23,Start23,Stop23,493042.2621973609,493047.46727391164,4.0,7.5,0,7.0,False
SS31,24,Start24,Stop24,493054.063555776,493059.0681030248,4.0,8.5,0,7.0,False
SS32,1,Start1,Stop1,493188.8937628993,493193.9045922302,4.0,7.0,0,7.0,True
SS32,2,Start2,Stop2,493200.5093219028,493205.4974858332,4.0,8.0,0,7.0,False
SS32,3,Start3,Stop3,493212.1330408066,493217.1072643366,4.0,9.0,0,7.0,False
SS32,4,Start4,Stop4,493223.9101129144,493228.9048982449,4.0,11.0,0,7.0,False
SS32,5,Start5,Stop5,493235.51056811755,493240.51504844835,4.0,7.5,0,7.0,False
SS32,6,Start6,Stop6,493247.31132312596,493252.3140523567,4.0,8.5,0,7.0,False
SS32,7,Start7,Stop7,493259.1341680349,493264.11937526515,4.0,7.0,0,7.0,True
SS32,8,Start8,Stop8,493270.7204354377,493275.7257368685,4.0,8.0,0,7.0,False
SS32,9,Start9,Stop9,493282.53272784635,493287.32476877165,4.0,9.0,0,7.0,False
SS32,10,Start10,Stop10,493294.12510324933,493299.13059648016,4.0,11.0,0,7.0,False
SS32,11,Start11,Stop11,493305.7342267527,493310.75346448395,4.0,7.5,0,7.0,False
SS32,12,Start12,Stop12,493317.33591695596,493322.5342834918,4.0,8.5,0,7.0,False
SS32,13,Start13,Stop13,493329.1371322643,493334.13979779504,4.0,7.0,0,7.0,True
SS32,14,Start14,Stop14,493340.74856216775,493345.7440136983,4.0,8.0,0,7.0,False
SS32,15,Start15,Stop15,493352.54703587614,493357.5475526068,4.0,9.0,0,7.0,False
SS32,16,Start16,Stop16,493364.15303587937,493369.15244091005,4.0,11.0,0,7.0,False
SS32,17,Start17,Stop17,493375.9826002885,493381.01493412006,4.0,7.5,0,7.0,False
SS32,18,Start18,Stop18,493387.592530092,493392.56253262184,4.0,8.5,0,7.0,False
SS32,19,Start19,Stop19,493399.36250319955,493404.17224752525,4.0,7.0,0,7.0,True
SS32,20,Start20,Stop20,493410.96865140286,493415.9707295336,4.0,8.0,0,7.0,False
SS32,21,Start21,Stop21,493422.5797034063,493427.58204983704,4.0,9.0,0,7.0,False
SS32,22,Start22,Stop22,493434.3771103146,493439.1806588401,4.0,11.0,0,7.0,False
SS32,23,Start23,Stop23,493445.9829268179,493450.98302504857,4.0,7.5,0,7.0,False
SS32,24,Start24,Stop24,493457.7957992266,493462.60641735233,4.0,8.5,0,7.0,False
SS33,1,Start1,Stop1,181595.52054031313,181600.5167649386,4.0,7.0,0,7.0,True
SS33,2,Start2,Stop2,181607.31829727328,181612.3191709988,4.0,8.0,0,7.0,False
SS33,3,Start3,Stop3,181618.92724443247,181623.92652275797,4.0,9.0,0,7.0,False
SS33,4,Start4,Stop4,181630.54347499172,181635.52955871716,4.0,11.0,0,7.0,False
SS33,5,Start5,Stop5,181642.13741275086,181647.13796777633,4.0,7.5,0,7.0,False
SS33,6,Start6,Stop6,181653.93874661103,181658.7437535355,4.0,8.5,0,7.0,False
SS33,7,Start7,Stop7,181665.35733476924,181670.3508933947,4.0,7.0,0,7.0,True
SS33,8,Start8,Stop8,181677.1523966294,181682.1525059549,4.0,8.0,0,7.0,False
SS33,9,Start9,Stop9,181688.76773518862,181693.7638417141,4.0,9.0,0,7.0,False
SS33,10,Start10,Stop10,181700.3754383478,181705.37189627328,4.0,11.0,0,7.0,False
SS33,11,Start11,Stop11,181711.97326070696,181717.17036733346,4.0,7.5,0,7.0,False
SS33,12,Start12,Stop12,181723.77446236715,181728.78273199266,4.0,8.5,0,7.0,False
SS33,13,Start13,Stop13,181735.38518022635,181740.38562975184,4.0,7.0,0,7.0,True
SS33,14,Start14,Stop14,181746.9878081855,181751.99357291104,4.0,8.0,0,7.0,False
SS33,15,Start15,Stop15,181758.7946446457,181763.80141297125,4.0,9.0,0,7.0,False
SS33,16,Start16,Stop16,181770.4010771049,181775.4057677304,4.0,11.0,0,7.0,False
SS33,17,Start17,Stop17,181782.20700786507,181787.01059138958,4.0,7.5,0,7.0,False
