subject,trial_idx,start_marker,stop_marker,start_time,stop_time,used_duration,true_freq,pred_class_idx,pred_freq,correct,rhos,preproc
SS10,8,Start8,Stop8,430776.2655221874,430781.25826088054,4.0,8.0,1,8.0,True,"[np.float64(0.3019226849719272), np.float64(0.33071296905796715), np.float64(0.27973877465559593), np.float64(0.21997408139633912), np.float64(0.31082699327269814), np.float64(0.2323911157731386)]",robust_detrend
SS10,9,Start9,Stop9,430788.46459971496,430793.46277280827,4.0,9.0,4,7.5,False,"[np.float64(0.206766239441102), np.float64(0.29734566873073554), np.float64(0.2691498347871425), np.float64(0.22606512552362262), np.float64(0.34774016106773037), np.float64(0.2180408001131458)]",robust_detrend
SS10,10,Start10,Stop10,430800.67509944283,430805.67893143615,4.0,11.0,3,11.0,True,"[np.float64(0.24696336323562004), np.float64(0.2585219626326748), np.float64(0.21491122850497613), np.float64(0.31630772771757604), np.float64(0.2958237970868848), np.float64(0.23337561500130696)]",robust_detrend
SS10,11,Start11,Stop11,430812.87868257053,430817.8823588639,4.0,7.5,4,7.5,True,"[np.float64(0.17208452526765322), np.float64(0.17369273659296777), np.float64(0.19160848758514237), np.float64(0.23905058573711957), np.float64(0.3838395285504168), np.float64(0.201072344903431)]",robust_detrend
SS10,12,Start12,Stop12,430825.08220559824,430830.0799972915,4.0,8.5,5,8.5,True,"[np.float64(0.2544184270003446), np.float64(0.2387428891632889), np.float64(0.24374251428003366), np.float64(0.21584018482587042), np.float64(0.26363282666317006), np.float64(0.35112034660101804)]",robust_detrend
SS10,13,Start13,Stop13,430837.2866171259,430842.2947971194,4.0,7.0,0,7.0,True,"[np.float64(0.4634984932584312), np.float64(0.38689175819448557), np.float64(0.20384549260604468), np.float64(0.2078671083452995), np.float64(0.28224230884770335), np.float64(0.24829821481456235)]",robust_detrend
SS10,14,Start14,Stop14,430849.49045035365,430854.5051532472,4.0,8.0,1,8.0,True,"[np.float64(0.27103516175394554), np.float64(0.3599117533966912), np.float64(0.20301387534518883), np.float64(0.23364544232977857), np.float64(0.25000116219290713), np.float64(0.22155984584197214)]",robust_detrend
SS10,15,Start15,Stop15,430861.7050030816,430866.69973997475,4.0,9.0,2,9.0,True,"[np.float64(0.25119418025986484), np.float64(0.26005585492955496), np.float64(0.3300399738919731), np.float64(0.23700432691287457), np.float64(0.2596546686460774), np.float64(0.22601184104481992)]",robust_detrend
SS10,16,Start16,Stop16,430873.90387450915,430878.91367080266,4.0,11.0,3,11.0,True,"[np.float64(0.21755092087766364), np.float64(0.35432310536725314), np.float64(0.21383484184572057), np.float64(0.4407603606095873), np.float64(0.2598804651647576), np.float64(0.20230857014916973)]",robust_detrend
SS10,17,Start17,Stop17,430886.3129254407,430891.31149553397,4.0,7.5,4,7.5,True,"[np.float64(0.28263429669856277), np.float64(0.2620600682468042), np.float64(0.17711459688451944), np.float64(0.2357491998493489), np.float64(0.3111629295283636), np.float64(0.23639842281557222)]",robust_detrend
SS10,18,Start18,Stop18,430898.71036377206,430903.7125928654,4.0,8.5,5,8.5,True,"[np.float64(0.244585505440019), np.float64(0.2927309575192933), np.float64(0.18177154041699078), np.float64(0.218349398732161), np.float64(0.25963760103897704), np.float64(0.3997489338342504)]",robust_detrend
SS10,19,Start19,Stop19,430910.91544299974,430915.9190207931,4.0,7.0,0,7.0,True,"[np.float64(0.38955288800233), np.float64(0.2587478749696096), np.float64(0.23622999130086095), np.float64(0.2870123097866193), np.float64(0.2987669158474816), np.float64(0.19200786708350887)]",robust_detrend
SS10,20,Start20,Stop20,430923.1573154282,430927.92811411724,4.0,8.0,1,8.0,True,"[np.float64(0.2280663389744786), np.float64(0.2766533901798022), np.float64(0.21068175294287447), np.float64(0.24210062924197612), np.float64(0.25535538691464155), np.float64(0.2671333488373143)]",robust_detrend
SS10,21,Start21,Stop21,430935.33119015535,430940.3546744491,4.0,9.0,2,9.0,True,"[np.float64(0.20505279082711603), np.float64(0.2979313556991618), np.float64(0.40004311046442376), np.float64(0.22688586927777282), np.float64(0.29796206406464226), np.float64(0.2810832183325188)]",robust_detrend
SS10,22,Start22,Stop22,430947.53398498305,430952.5396187764,4.0,11.0,3,11.0,True,"[np.float64(0.20464151262972427), np.float64(0.226887310265708), np.float64(0.2514530894520203), np.float64(0.39730140368122874), np.float64(0.28449980292458477), np.float64(0.3063516962755333)]",robust_detrend
SS10,23,Start23,Stop23,430959.74417841085,430964.74360270414,4.0,7.5,4,7.5,True,"[np.float64(0.2529214580507757), np.float64(0.2132709865701067), np.float64(0.22526540065786363), np.float64(0.23440091981535283), np.float64(0.33798882633345356), np.float64(0.24510146880197836)]",robust_detrend
SS10,24,Start24,Stop24,430971.95139953867,430976.9524102319,4.0,8.5,5,8.5,True,"[np.float64(0.22543289189066276), np.float64(0.30342154404832933), np.float64(0.20928280278015687), np.float64(0.22301334916377), np.float64(0.21936589037469303), np.float64(0.35117047833673387)]",robust_detrend
SS11,1,Start1,Stop1,431160.2850503977,431165.2964761862,4.0,7.0,0,7.0,True,"[np.float64(0.3640293741554327), np.float64(0.22638806712824114), np.float64(0.22527893537770946), np.float64(0.278895706313002), np.float64(0.3014424250168284), np.float64(0.31544212007268735)]",robust_detrend
SS11,2,Start2,Stop2,431172.49342918256,431177.4924547716,4.0,8.0,1,8.0,True,"[np.float64(0.2928003524059815), np.float64(0.39744216904947605), np.float64(0.21737094067553894), np.float64(0.16793804712737476), np.float64(0.27606984871551055), np.float64(0.23608455680442225)]",robust_detrend
SS11,3,Start3,Stop3,431184.69246286777,431189.7030641563,4.0,9.0,2,9.0,True,"[np.float64(0.2425270815288802), np.float64(0.20471719450618392), np.float64(0.32474275006507103), np.float64(0.24394128539724033), np.float64(0.307978420451885), np.float64(0.21871565420974037)]",robust_detrend
SS11,4,Start4,Stop4,431196.9018041525,431201.90456334146,4.0,11.0,1,8.0,False,"[np.float64(0.29675248070074906), np.float64(0.35476183530293764), np.float64(0.1808155494070029), np.float64(0.2774333666493009), np.float64(0.25411899017241774), np.float64(0.24875624884863576)]",robust_detrend
SS11,5,Start5,Stop5,431209.1066103375,431214.1112791263,4.0,7.5,4,7.5,True,"[np.float64(0.2949024174226086), np.float64(0.264069961918152), np.float64(0.2409909322453906), np.float64(0.24348400176374296), np.float64(0.4691410974626557), np.float64(0.21377711510336822)]",robust_detrend
SS11,6,Start6,Stop6,431221.3207194221,431226.5225081025,4.0,8.5,5,8.5,True,"[np.float64(0.2588497942598799), np.float64(0.24187048154795468), np.float64(0.2358686038103958), np.float64(0.2182020621031574), np.float64(0.3643073295067192), np.float64(0.514245306779752)]",robust_detrend
SS11,7,Start7,Stop7,431233.73171129834,431238.764617386,4.0,7.0,0,7.0,True,"[np.float64(0.4470625482871338), np.float64(0.22846583249351873), np.float64(0.19003343902136516), np.float64(0.24399774708806507), np.float64(0.27983793184472827), np.float64(0.22832554222896215)]",robust_detrend
SS11,8,Start8,Stop8,431245.9293641836,431250.9385503722,4.0,8.0,1,8.0,True,"[np.float64(0.24113784338824984), np.float64(0.39284395418044826), np.float64(0.24362161892337816), np.float64(0.20591467747919942), np.float64(0.36913512260484527), np.float64(0.21396033077765944)]",robust_detrend
SS11,9,Start9,Stop9,431258.3356342601,431263.1419315573,4.0,9.0,2,9.0,True,"[np.float64(0.20130612912898357), np.float64(0.20937431583816407), np.float64(0.3738379601657775), np.float64(0.21882606720694822), np.float64(0.3367352968543107), np.float64(0.22358230006879243)]",robust_detrend
SS11,10,Start10,Stop10,431270.54358714493,431275.5463970338,4.0,11.0,3,11.0,True,"[np.float64(0.242916186096882), np.float64(0.24325906279690288), np.float64(0.24042635320021438), np.float64(0.3188036430932477), np.float64(0.28755784513541544), np.float64(0.23949164023342276)]",robust_detrend
SS11,11,Start11,Stop11,431282.7557177296,431287.7543104187,4.0,7.5,4,7.5,True,"[np.float64(0.23000400881122723), np.float64(0.20597039915592505), np.float64(0.2555072310910283), np.float64(0.306720105957206), np.float64(0.44642812340343946), np.float64(0.2680810842220155)]",robust_detrend
SS11,12,Start12,Stop12,431294.96635261434,431299.9615449035,4.0,8.5,4,7.5,False,"[np.float64(0.1616686365418524), np.float64(0.2375425626813312), np.float64(0.23959601326274574), np.float64(0.3041440342107301), np.float64(0.3172067035844187), np.float64(0.30081964067576145)]",robust_detrend
SS11,13,Start13,Stop13,431307.37311459077,431312.3771674796,4.0,7.0,0,7.0,True,"[np.float64(0.41402130925507785), np.float64(0.2015243991333543), np.float64(0.2565525327384779), np.float64(0.21530171777259124), np.float64(0.30609901584438237), np.float64(0.22692451821527282)]",robust_detrend
SS11,14,Start14,Stop14,431319.57481587585,431324.5791957647,4.0,8.0,1,8.0,True,"[np.float64(0.23211731132587518), np.float64(0.411551714653371), np.float64(0.3144519771385524), np.float64(0.23905657126387989), np.float64(0.3069551629613105), np.float64(0.2174192945452163)]",robust_detrend
SS11,15,Start15,Stop15,431331.9839410522,431336.9864181411,4.0,9.0,2,9.0,True,"[np.float64(0.2176641145567425), np.float64(0.21765857431754287), np.float64(0.3905830627828976), np.float64(0.24548902850428173), np.float64(0.2917322241759396), np.float64(0.26768904843335223)]",robust_detrend
SS11,16,Start16,Stop16,431344.1956624369,431349.1954442259,4.0,11.0,3,11.0,True,"[np.float64(0.25048696280912996), np.float64(0.21860152443691538), np.float64(0.2562805643078099), np.float64(0.4036924269683979), np.float64(0.20625362866521235), np.float64(0.24119485699007576)]",robust_detrend
SS11,17,Start17,Stop17,431356.60901891306,431361.60675510217,4.0,7.5,4,7.5,True,"[np.float64(0.2338723152464107), np.float64(0.1873862531444714), np.float64(0.23323702662008736), np.float64(0.2696046193080872), np.float64(0.44223195829521156), np.float64(0.2561987544966258)]",robust_detrend
SS11,18,Start18,Stop18,431368.81863049784,431373.81303238706,4.0,8.5,5,8.5,True,"[np.float64(0.21892180422842725), np.float64(0.22049731193170902), np.float64(0.26035692467357713), np.float64(0.16903231012228515), np.float64(0.25788410576803505), np.float64(0.3399537988271621)]",robust_detrend
SS11,19,Start19,Stop19,431381.0220149829,431386.018729272,4.0,7.0,0,7.0,True,"[np.float64(0.2915048948646115), np.float64(0.28621386683424604), np.float64(0.23492230463544908), np.float64(0.17087333204246433), np.float64(0.24709724037646377), np.float64(0.26233696685840074)]",robust_detrend
SS11,20,Start20,Stop20,431393.2256040679,431398.22449915693,4.0,8.0,1,8.0,True,"[np.float64(0.29918631475111934), np.float64(0.4204708052821355), np.float64(0.23587837576556614), np.float64(0.19594569800150893), np.float64(0.3092484599362105), np.float64(0.19408804475697136)]",robust_detrend
SS11,21,Start21,Stop21,431405.4306302529,431410.4308599418,4.0,9.0,2,9.0,True,"[np.float64(0.2297468468157507), np.float64(0.2769035424226205), np.float64(0.40349048690571315), np.float64(0.18742433797514), np.float64(0.267019091673708), np.float64(0.22079556177592594)]",robust_detrend
SS11,22,Start22,Stop22,431417.6420358375,431422.65600602597,4.0,11.0,1,8.0,False,"[np.float64(0.25275322200075323), np.float64(0.2923252084248321), np.float64(0.21104359389789412), np.float64(0.27258833020985723), np.float64(0.23495394049069712), np.float64(0.18935238203438215)]",robust_detrend
SS11,23,Start23,Stop23,431429.6485104309,431434.92791530816,4.0,7.5,4,7.5,True,"[np.float64(0.21929148253692263), np.float64(0.21809410759913056), np.float64(0.2406280895629927), np.float64(0.19787827116223913), np.float64(0.321778646756008), np.float64(0.19815864868533029)]",robust_detrend
SS11,24,Start24,Stop24,431442.05418430734,431447.065075296,4.0,8.5,1,8.0,False,"[np.float64(0.26478691756455935), np.float64(0.3073750484324184), np.float64(0.26938317879612994), np.float64(0.1908250463865969), np.float64(0.21418919561854713), np.float64(0.2636914739028596)]",robust_detrend
SS12,1,Start1,Stop1,431647.43400815886,431652.44458753226,4.0,7.0,0,7.0,True,"[np.float64(0.3882641554689158), np.float64(0.21355563939044975), np.float64(0.24713967401525208), np.float64(0.19870924532793413), np.float64(0.2976040847415962), np.float64(0.22049320241985956)]",robust_detrend
SS12,2,Start2,Stop2,431659.4458232362,431664.65701679257,4.0,8.0,1,8.0,True,"[np.float64(0.3392767762345254), np.float64(0.4232362383047679), np.float64(0.2655026325505119), np.float64(0.21510892829157044), np.float64(0.22511763264500145), np.float64(0.22955727291385514)]",robust_detrend
SS12,3,Start3,Stop3,431671.84589598054,431676.8519461544,4.0,9.0,2,9.0,True,"[np.float64(0.2153374702488129), np.float64(0.26123609552537425), np.float64(0.4603357595897114), np.float64(0.1846678325382188), np.float64(0.3126374316962948), np.float64(0.22526045869045608)]",robust_detrend
SS12,4,Start4,Stop4,431684.2585056238,431689.259453398,4.0,11.0,3,11.0,True,"[np.float64(0.3362330131116116), np.float64(0.27581653739294515), np.float64(0.18709498986694278), np.float64(0.3483402148729433), np.float64(0.25098916758731377), np.float64(0.20479852846774402)]",robust_detrend
SS12,5,Start5,Stop5,431696.4641664846,431701.4641031589,4.0,7.5,4,7.5,True,"[np.float64(0.25141776821277256), np.float64(0.23891584152371528), np.float64(0.20210847691020128), np.float64(0.16004311165751006), np.float64(0.3543726948675695), np.float64(0.26560868310943175)]",robust_detrend
SS12,6,Start6,Stop6,431708.4734575622,431713.479774636,4.0,8.5,5,8.5,True,"[np.float64(0.2670393549779701), np.float64(0.23257870781656217), np.float64(0.23677143712234744), np.float64(0.2003660129341727), np.float64(0.27115367357386594), np.float64(0.3196525684211197)]",robust_detrend
SS12,7,Start7,Stop7,431720.8784276061,431725.8860725798,4.0,7.0,0,7.0,True,"[np.float64(0.4197036356919749), np.float64(0.24351088495942347), np.float64(0.2032967777652457), np.float64(0.24891705245887022), np.float64(0.28552009211552903), np.float64(0.1734583417845721)]",robust_detrend
SS12,8,Start8,Stop8,431733.0868088667,431738.08887964085,4.0,8.0,5,8.5,False,"[np.float64(0.267029484004624), np.float64(0.33843623206182294), np.float64(0.24893993958157395), np.float64(0.2809901783410356), np.float64(0.23855023608118586), np.float64(0.3462072556510219)]",robust_detrend
SS12,9,Start9,Stop9,431745.29918652703,431750.29827710136,4.0,9.0,2,9.0,True,"[np.float64(0.2362259489517472), np.float64(0.2365353274892684), np.float64(0.33934777822960016), np.float64(0.2249089117964711), np.float64(0.3015048803697824), np.float64(0.23532754120106836)]",robust_detrend
SS12,10,Start10,Stop10,431757.5100284874,431762.50876416184,4.0,11.0,3,11.0,True,"[np.float64(0.24672878680955673), np.float64(0.2404769166666575), np.float64(0.1761100266521075), np.float64(0.3918390591211284), np.float64(0.2907446267018076), np.float64(0.23336656886541232)]",robust_detrend
SS12,11,Start11,Stop11,431769.7327884468,431774.71612182254,4.0,7.5,4,7.5,True,"[np.float64(0.23335207745194544), np.float64(0.24685923865402784), np.float64(0.19019122128729568), np.float64(0.2148883474687999), np.float64(0.4723161735740244), np.float64(0.20327657719083814)]",robust_detrend
SS12,12,Start12,Stop12,431782.1181839924,431787.12120306643,4.0,8.5,1,8.0,False,"[np.float64(0.2794225531502587), np.float64(0.32062159218297775), np.float64(0.22942937324137314), np.float64(0.2280444785425783), np.float64(0.3125549449862291), np.float64(0.2883048045613515)]",robust_detrend
SS12,13,Start13,Stop13,431794.32768475293,431799.3331716268,4.0,7.0,0,7.0,True,"[np.float64(0.38666278246266783), np.float64(0.23216863311643895), np.float64(0.21554723624504812), np.float64(0.19681070031874148), np.float64(0.25163524934126885), np.float64(0.2516499322393952)]",robust_detrend
SS12,14,Start14,Stop14,431806.7428906959,431811.5415053874,4.0,8.0,1,8.0,True,"[np.float64(0.2799949145282656), np.float64(0.30298525053882286), np.float64(0.2106632660959329), np.float64(0.2475083241483892), np.float64(0.28119180603646915), np.float64(0.1866158748263957)]",robust_detrend
SS12,15,Start15,Stop15,431818.75286817347,431823.7585424473,4.0,9.0,2,9.0,True,"[np.float64(0.23716505333927182), np.float64(0.26414916812458394), np.float64(0.39003102399717293), np.float64(0.2534515838911425), np.float64(0.2947792908303057), np.float64(0.277418655645423)]",robust_detrend
SS12,16,Start16,Stop16,431831.15295231773,431836.15601959184,4.0,11.0,2,9.0,False,"[np.float64(0.25726702551800357), np.float64(0.2629129578535121), np.float64(0.2729338528292149), np.float64(0.24237864135761447), np.float64(0.2570222423353143), np.float64(0.2511046068633185)]",robust_detrend
SS12,17,Start17,Stop17,431843.35864247865,431848.36103465274,4.0,7.5,4,7.5,True,"[np.float64(0.19775730900823787), np.float64(0.17631474995230567), np.float64(0.2103929106151694), np.float64(0.24974576687465086), np.float64(0.3662044551225632), np.float64(0.2251858275379039)]",robust_detrend
SS12,18,Start18,Stop18,431855.56611423934,431860.5724497131,4.0,8.5,5,8.5,True,"[np.float64(0.2365087081577269), np.float64(0.2962333132845128), np.float64(0.24039927395765462), np.float64(0.2640188468104209), np.float64(0.35969046933566495), np.float64(0.3770906773579694)]",robust_detrend
SS12,19,Start19,Stop19,431867.7822033993,431872.7786531739,4.0,7.0,0,7.0,True,"[np.float64(0.3969087945933936), np.float64(0.21706832934764472), np.float64(0.18031434788762343), np.float64(0.2479329669206073), np.float64(0.242021781363122), np.float64(0.21228952906344073)]",robust_detrend
SS12,20,Start20,Stop20,431879.9830435606,431884.99399163394,4.0,8.0,1,8.0,True,"[np.float64(0.2895001791535654), np.float64(0.3892930618258909), np.float64(0.1854670091664829), np.float64(0.19218470786340713), np.float64(0.2669328005848578), np.float64(0.23749376151739965)]",robust_detrend
SS12,21,Start21,Stop21,431892.19512562087,431897.3924507784,4.0,9.0,2,9.0,True,"[np.float64(0.2553596941174425), np.float64(0.2501288766230088), np.float64(0.354265438019442), np.float64(0.22188467979419746), np.float64(0.21809286064716407), np.float64(0.24468776031505107)]",robust_detrend
SS12,22,Start22,Stop22,431904.6011366647,431909.6046722387,4.0,11.0,3,11.0,True,"[np.float64(0.21011085432534818), np.float64(0.1828165155317604), np.float64(0.1798387460509426), np.float64(0.36523577788695544), np.float64(0.23682701977583068), np.float64(0.33055056788965986)]",robust_detrend
SS12,23,Start23,Stop23,431916.80992322526,431921.8297523979,4.0,7.5,4,7.5,True,"[np.float64(0.2188943053442002), np.float64(0.22960517540864617), np.float64(0.19618859675485117), np.float64(0.21528137571828898), np.float64(0.5151379628313006), np.float64(0.2010894010533563)]",robust_detrend
SS12,24,Start24,Stop24,431929.02602608525,431934.0163421604,4.0,8.5,5,8.5,True,"[np.float64(0.2303503499738938), np.float64(0.22388026487183732), np.float64(0.24813878828787067), np.float64(0.18268337066742), np.float64(0.2916139438189604), np.float64(0.4316384652567001)]",robust_detrend
SS13,1,Start1,Stop1,432092.3836158397,432097.3796741651,4.0,7.0,0,7.0,True,"[np.float64(0.4367762933156514), np.float64(0.20404729234728042), np.float64(0.20847963780712878), np.float64(0.21086035454784693), np.float64(0.2605837159225697), np.float64(0.18286700839203207)]",robust_detrend
