subject,trial_idx,start_marker,stop_marker,start_time,stop_time,used_duration,true_freq,pred_class_idx,pred_freq,correct,scores,preproc
SS16,1,Start1,Stop1,516148.9227579596,516153.92631683586,4.0,7.0,0,7.0,True,"[np.float64(1193749368.0146809), np.float64(230015.95765165848), np.float64(417248.0716394362), np.float64(63243.0100845917), np.float64(237973.61518378498), np.float64(582872.6164941916)]",bandpass+dc+sns
SS16,2,Start2,Stop2,516161.13849698985,516166.33096717275,4.0,8.0,0,7.0,False,"[np.float64(18783778.027218282), np.float64(945356.2819190162), np.float64(1242070.4211282362), np.float64(656705.7253417477), np.float64(931243.2816404358), np.float64(1166913.489258561)]",bandpass+dc+sns
SS16,3,Start3,Stop3,516173.8416115373,516178.5396256028,4.0,9.0,0,7.0,False,"[np.float64(43562525.123839244), np.float64(245586.20358297587), np.float64(1271594.2028788992), np.float64(48148.13283936564), np.float64(632001.211700231), np.float64(455202.712302042)]",bandpass+dc+sns
SS16,4,Start4,Stop4,516185.7397893564,516190.7369018324,4.0,11.0,0,7.0,False,"[np.float64(11610291261.865992), np.float64(263901.36560870387), np.float64(595454.4828770859), np.float64(1153536.3631403341), np.float64(447938.35651515017), np.float64(853013.7319031517)]",bandpass+dc+sns
SS16,5,Start5,Stop5,516197.93972548615,516202.9446760624,4.0,7.5,4,7.5,True,"[np.float64(293294.856794857), np.float64(33408.61640612515), np.float64(1045308.0191754682), np.float64(195699.81429661598), np.float64(3812041.0629400257), np.float64(3811603.200167272)]",bandpass+dc+sns
SS16,6,Start6,Stop6,516210.14500071603,516215.14765529224,4.0,8.5,0,7.0,False,"[np.float64(15054368.015129173), np.float64(378944.5698668202), np.float64(129285.14942929422), np.float64(74875.89880025666), np.float64(768479.9048291334), np.float64(1404559.1049921932)]",bandpass+dc+sns
SS16,7,Start7,Stop7,516222.54971675295,516227.5508497291,4.0,7.0,0,7.0,True,"[np.float64(97999802.41221535), np.float64(123020.22902345391), np.float64(61570.1494436332), np.float64(163250.39414359798), np.float64(64061.22008069467), np.float64(1825578.1030248199)]",bandpass+dc+sns
SS16,8,Start8,Stop8,516234.96239719016,516239.9587258662,4.0,8.0,0,7.0,False,"[np.float64(1657606846.0110617), np.float64(783970.3427734405), np.float64(237498.0643744443), np.float64(220858.0129264198), np.float64(58547.623907925765), np.float64(3620646.8431621846)]",bandpass+dc+sns
SS16,9,Start9,Stop9,516247.16278981994,516252.3765025036,4.0,9.0,0,7.0,False,"[np.float64(9844531.957022505), np.float64(406036.1858075616), np.float64(900607.8835032493), np.float64(172269.99324798872), np.float64(1387013.2297841634), np.float64(567616.2615983328)]",bandpass+dc+sns
SS16,10,Start10,Stop10,516259.57683435717,516264.37112262606,4.0,11.0,0,7.0,False,"[np.float64(13562758.553925069), np.float64(417722.17856569437), np.float64(689172.1732264148), np.float64(789225.4875866708), np.float64(473763.93906687596), np.float64(53350.835067160086)]",bandpass+dc+sns
SS16,11,Start11,Stop11,516271.77203298674,516276.77501666296,4.0,7.5,0,7.0,False,"[np.float64(11807495.267987298), np.float64(212168.56118488908), np.float64(620277.0566135694), np.float64(75145.12295041516), np.float64(931815.3457981767), np.float64(944923.7051892508)]",bandpass+dc+sns
SS16,12,Start12,Stop12,516283.98399221693,516288.9812981929,4.0,8.5,0,7.0,False,"[np.float64(26849213.50255056), np.float64(57033.96332377537), np.float64(626163.4493829538), np.float64(226519.49596022474), np.float64(1433215.198781152), np.float64(4625602.40751137)]",bandpass+dc+sns
SS16,13,Start13,Stop13,516296.1840650466,516301.1879057228,4.0,7.0,0,7.0,True,"[np.float64(54526883.46951445), np.float64(154890.22472300427), np.float64(934572.3328239667), np.float64(60132.08534410153), np.float64(123719.25583521432), np.float64(3616820.1782365264)]",bandpass+dc+sns
SS16,14,Start14,Stop14,516308.59743008384,516313.5918537598,4.0,8.0,0,7.0,False,"[np.float64(1787120777.4519277), np.float64(2772162.572494778), np.float64(343062.98570641776), np.float64(494144.6433225826), np.float64(454500.2978762031), np.float64(4457120.545193772)]",bandpass+dc+sns
SS16,15,Start15,Stop15,516320.79527991347,516325.8040323899,4.0,9.0,0,7.0,False,"[np.float64(11597469.339665083), np.float64(180964.43062924937), np.float64(9041793.473839158), np.float64(530745.6362370823), np.float64(337003.70855582075), np.float64(523689.3130428825)]",bandpass+dc+sns
SS16,16,Start16,Stop16,516333.00281244353,516338.0100356199,4.0,11.0,0,7.0,False,"[np.float64(639122111.3572776), np.float64(390740.0084662442), np.float64(301762.6823753447), np.float64(1108878.5561915913), np.float64(1056368.3513603257), np.float64(1051305.2840636573)]",bandpass+dc+sns
SS16,17,Start17,Stop17,516345.4092162805,516350.40836645657,4.0,7.5,0,7.0,False,"[np.float64(25118223.83005675), np.float64(35019.52850280203), np.float64(1823324.767468615), np.float64(73428.58838788254), np.float64(1595324.2945581353), np.float64(1943925.5659918895)]",bandpass+dc+sns
SS16,18,Start18,Stop18,516357.6116120103,516362.6188484867,4.0,8.5,0,7.0,False,"[np.float64(56406709.753967375), np.float64(46679.05272402242), np.float64(88467.19837426489), np.float64(116318.61674646792), np.float64(1142970.8347914692), np.float64(4290630.307266322)]",bandpass+dc+sns
SS16,19,Start19,Stop19,516369.8303562407,516374.82180481654,4.0,7.0,0,7.0,True,"[np.float64(4706396.263795611), np.float64(175021.5055373946), np.float64(678384.8771368337), np.float64(41563.21885435543), np.float64(769436.3278105347), np.float64(427630.4084173435)]",bandpass+dc+sns
SS16,20,Start20,Stop20,516382.0273571703,516387.0333977466,4.0,8.0,0,7.0,False,"[np.float64(5923728.581967257), np.float64(2233790.846039154), np.float64(584521.9304553824), np.float64(127272.88893380476), np.float64(1575381.3696483953), np.float64(545797.4819413845)]",bandpass+dc+sns
SS16,21,Start21,Stop21,516394.0345714932,516399.23384637636,4.0,9.0,2,9.0,True,"[np.float64(5618489.805634494), np.float64(175790.98926892102), np.float64(13717433.115924597), np.float64(62983.831417219786), np.float64(810048.4975275474), np.float64(7954603.096899904)]",bandpass+dc+sns
SS16,22,Start22,Stop22,516406.43837673013,516411.4418053064,4.0,11.0,0,7.0,False,"[np.float64(6730674.533727299), np.float64(331712.82130822516), np.float64(1147657.8997043157), np.float64(1285596.953516088), np.float64(1585828.241872891), np.float64(313388.8890706408)]",bandpass+dc+sns
SS16,23,Start23,Stop23,516418.6467098601,516423.64796763635,4.0,7.5,5,8.5,False,"[np.float64(1887754.4713118463), np.float64(62552.68564579003), np.float64(250071.9369212469), np.float64(83294.24571467233), np.float64(4653116.151322937), np.float64(123993211.1719442)]",bandpass+dc+sns
SS16,24,Start24,Stop24,516430.8607081904,516435.87295866694,4.0,8.5,0,7.0,False,"[np.float64(229000297.84428418), np.float64(68217.55235962759), np.float64(656334.8403543127), np.float64(44317.82641611239), np.float64(204910.7548180898), np.float64(3687895.304064358)]",bandpass+dc+sns
SS17,1,Start1,Stop1,516943.7625969689,516948.76032041194,4.0,7.0,3,11.0,False,"[np.float64(349618.2540732242), np.float64(349210.1216937311), np.float64(19328.04728076899), np.float64(31457993.285215046), np.float64(398284.01529237686), np.float64(1227203.425637029)]",bandpass+dc+sns
SS17,2,Start2,Stop2,516956.1725251275,516961.1682716705,4.0,8.0,3,11.0,False,"[np.float64(63856.57104523323), np.float64(659719.0809270293), np.float64(10670.267749147859), np.float64(45205181.84578855), np.float64(163486.48432919357), np.float64(4752415.784030425)]",bandpass+dc+sns
SS17,3,Start3,Stop3,516968.5726855862,516973.58109942905,4.0,9.0,3,11.0,False,"[np.float64(379133.07504886575), np.float64(161644.19760653639), np.float64(288366.912805964), np.float64(61379184.43998434), np.float64(254741.3243180163), np.float64(309105.0623480786)]",bandpass+dc+sns
SS17,4,Start4,Stop4,516980.7779530471,516985.78659688996,4.0,11.0,5,8.5,False,"[np.float64(2591215.8042755337), np.float64(81204.12708749148), np.float64(37410.28889618376), np.float64(89740.25680372202), np.float64(448316.76465372625), np.float64(15172127.529491315)]",bandpass+dc+sns
SS17,5,Start5,Stop5,516992.9924703078,516998.1907851486,4.0,7.5,3,11.0,False,"[np.float64(816896.2049135377), np.float64(194560.690282281), np.float64(43748.28192197716), np.float64(887844113.5726441), np.float64(1465850.1593424394), np.float64(1198353.0803082646)]",bandpass+dc+sns
SS17,6,Start6,Stop6,517005.3915852665,517010.39791770943,4.0,8.5,3,11.0,False,"[np.float64(437235.94565764035), np.float64(347966.6998756264), np.float64(127597.3143502365), np.float64(44756480.15730168), np.float64(220202.94232965444), np.float64(18289380.597834162)]",bandpass+dc+sns
SS17,7,Start7,Stop7,517017.60575892724,517022.6053645703,4.0,7.0,3,11.0,False,"[np.float64(286782.282794765), np.float64(7980.753192482405), np.float64(30098.166596950585), np.float64(357236590.3311893), np.float64(734852.206600863), np.float64(1379529.064515798)]",bandpass+dc+sns
SS17,8,Start8,Stop8,517029.8069541882,517034.8199241311,4.0,8.0,3,11.0,False,"[np.float64(904710.7248100437), np.float64(139828.68417845044), np.float64(9817.346751991478), np.float64(357872556.93007445), np.float64(484388.3685853972), np.float64(92370.11356901246)]",bandpass+dc+sns
SS17,9,Start9,Stop9,517042.021281849,517047.21550578985,4.0,9.0,5,8.5,False,"[np.float64(1120476.9391972444), np.float64(335089.8432282761), np.float64(95849.65185102998), np.float64(25743129.38153128), np.float64(798542.8466330349), np.float64(25393064631.207584)]",bandpass+dc+sns
SS17,10,Start10,Stop10,517054.42236840766,517059.4281269506,4.0,11.0,5,8.5,False,"[np.float64(1137424.5952582338), np.float64(88818.94563333465), np.float64(59701.22148624112), np.float64(11237.011587700552), np.float64(797575.5461677616), np.float64(3307471.038099156)]",bandpass+dc+sns
SS17,11,Start11,Stop11,517066.8257845663,517071.82841420925,4.0,7.5,3,11.0,False,"[np.float64(538122.1751319979), np.float64(203624.3255009874), np.float64(21986.140947406435), np.float64(17658143.387992512), np.float64(1304479.4820545197), np.float64(878763.9222387851)]",bandpass+dc+sns
SS17,12,Start12,Stop12,517079.0320914272,517084.0359113701,4.0,8.5,5,8.5,True,"[np.float64(903031.3594602187), np.float64(280197.00982108206), np.float64(39694.01461627094), np.float64(111446211.78428912), np.float64(126800.59450402015), np.float64(184914014.8911271)]",bandpass+dc+sns
SS17,13,Start13,Stop13,517091.2505807879,517096.44183602877,4.0,7.0,5,8.5,False,"[np.float64(348309.17227816203), np.float64(152674.17848955072), np.float64(114544.16991536373), np.float64(137755297.18360496), np.float64(430117.34635162225), np.float64(68229572679.60847)]",bandpass+dc+sns
SS17,14,Start14,Stop14,517103.64814684656,517108.64975858957,4.0,8.0,3,11.0,False,"[np.float64(1266659.5596585434), np.float64(111417.40952124426), np.float64(99770.96691043067), np.float64(25390951.575118802), np.float64(1198987.9540197882), np.float64(341271.9534712715)]",bandpass+dc+sns
SS17,15,Start15,Stop15,517115.8555946075,517120.8596416504,4.0,9.0,5,8.5,False,"[np.float64(598420.1107174552), np.float64(2595393.1146384627), np.float64(64186.29984959812), np.float64(244048.4639722469), np.float64(305693.8732399497), np.float64(2834556.3003210872)]",bandpass+dc+sns
SS17,16,Start16,Stop16,517128.05954526836,517133.26343360904,4.0,11.0,1,8.0,False,"[np.float64(283199.6287675889), np.float64(904136.5671982283), np.float64(334381.1290095651), np.float64(602617.0206501747), np.float64(508438.2941558949), np.float64(256341.2542122011)]",bandpass+dc+sns
SS17,17,Start17,Stop17,517140.4696355269,517145.47023636993,4.0,7.5,3,11.0,False,"[np.float64(251415.14896434447), np.float64(1320108.4752306922), np.float64(53284.86075588496), np.float64(2632225.161908798), np.float64(653950.5726931529), np.float64(968352.3764118565)]",bandpass+dc+sns
SS17,18,Start18,Stop18,517152.68882148765,517157.88316912844,4.0,8.5,5,8.5,True,"[np.float64(134057.16376347933), np.float64(177937.63302733543), np.float64(95135.486176417), np.float64(170863.4802046417), np.float64(264379.9930389425), np.float64(4143281.536782935)]",bandpass+dc+sns
SS17,19,Start19,Stop19,517165.1069382461,517169.89146299154,4.0,7.0,3,11.0,False,"[np.float64(67259.97979211771), np.float64(185310.76236017025), np.float64(33814.072772089756), np.float64(72414886.09189847), np.float64(698925.152697723), np.float64(41373128.81369181)]",bandpass+dc+sns
SS17,20,Start20,Stop20,517177.0936151095,517182.0939980525,4.0,8.0,3,11.0,False,"[np.float64(966254.9700211358), np.float64(1644704.4886373552), np.float64(39185.09073268891), np.float64(94599185.96300235), np.float64(319819.19576818065), np.float64(665222.5493719213)]",bandpass+dc+sns
SS17,21,Start21,Stop21,517189.49616306816,517194.5000776111,4.0,9.0,3,11.0,False,"[np.float64(302711.141616052), np.float64(151071.01817017497), np.float64(54169.00611863984), np.float64(57706337.81846278), np.float64(988347.6993769752), np.float64(218024.82483230604)]",bandpass+dc+sns
SS17,22,Start22,Stop22,517201.702726329,517206.7339513716,4.0,11.0,3,11.0,True,"[np.float64(128889.39554728713), np.float64(1529726.9075649371), np.float64(20668.34834613731), np.float64(10363492.200474285), np.float64(359534.0007795816), np.float64(6096226.381666559)]",bandpass+dc+sns
SS17,23,Start23,Stop23,517213.9173116898,517218.91083293286,4.0,7.5,3,11.0,False,"[np.float64(72458.03484849849), np.float64(76727.73081704625), np.float64(25570.41685612931), np.float64(56731591.73873375), np.float64(551602.5171657224), np.float64(1269825.3487077155)]",bandpass+dc+sns
SS17,24,Start24,Stop24,517226.11518505076,517231.12470009364,4.0,8.5,3,11.0,False,"[np.float64(359169.0781871821), np.float64(29394.324299591193), np.float64(45829.94957379922), np.float64(27949323.550444685), np.float64(558609.1740954674), np.float64(1116544.9304861485)]",bandpass+dc+sns
SS18,1,Start1,Stop1,518342.4482368199,518347.4486566022,4.0,7.0,4,7.5,False,"[np.float64(405643.97253300686), np.float64(63648.56249684312), np.float64(339653.10785230005), np.float64(323294.88073932467), np.float64(560643.6069400471), np.float64(357071.53192518017)]",bandpass+dc+sns
SS18,2,Start2,Stop2,518354.6683597879,518359.6600627706,4.0,8.0,2,9.0,False,"[np.float64(787850.9635438622), np.float64(142479.47175860757), np.float64(942634.3693153211), np.float64(85781.04655886232), np.float64(447068.99636615795), np.float64(109921.0363923498)]",bandpass+dc+sns
SS18,3,Start3,Stop3,518367.0664814482,518372.0745893302,4.0,9.0,2,9.0,True,"[np.float64(147048.85933573684), np.float64(176485.6230439496), np.float64(1519098.5260711857), np.float64(309931.3891042024), np.float64(249940.11318242547), np.float64(84746.85748466395)]",bandpass+dc+sns
SS18,4,Start4,Stop4,518379.2738054167,518384.274722799,4.0,11.0,3,11.0,True,"[np.float64(996041.2502678379), np.float64(113560.5592623619), np.float64(708934.9975189117), np.float64(3145254.8171945745), np.float64(182275.93310723372), np.float64(62499.3185788212)]",bandpass+dc+sns
SS18,5,Start5,Stop5,518391.4805757854,518396.49035796727,4.0,7.5,4,7.5,True,"[np.float64(189215.2628234513), np.float64(81541.9665455573), np.float64(208078.520925357), np.float64(81084.21038572305), np.float64(354830.8438298842), np.float64(41908.60115148307)]",bandpass+dc+sns
SS18,6,Start6,Stop6,518403.892874345,518408.89162202744,4.0,8.5,2,9.0,False,"[np.float64(63266.00264973719), np.float64(178583.49298339407), np.float64(391422.82734131353), np.float64(179719.26753096966), np.float64(126793.28844342701), np.float64(16022.31384689002)]",bandpass+dc+sns
SS18,7,Start7,Stop7,518416.1940790095,518421.10271569586,4.0,7.0,0,7.0,True,"[np.float64(842104.9431614052), np.float64(348202.61521748453), np.float64(270644.02047000814), np.float64(280925.2795339119), np.float64(178295.2465274917), np.float64(61074.271221501374)]",bandpass+dc+sns
SS18,8,Start8,Stop8,518428.31130508205,518433.31564326416,4.0,8.0,1,8.0,True,"[np.float64(555953.3488935763), np.float64(583626.2789744008), np.float64(374614.7258541662), np.float64(569404.6661056193), np.float64(123420.6819437686), np.float64(333403.427853707)]",bandpass+dc+sns
SS18,9,Start9,Stop9,518440.52173205046,518445.7182285242,4.0,9.0,0,7.0,False,"[np.float64(1591960.2718623672), np.float64(179118.7605827432), np.float64(273083.54608823865), np.float64(106847.41533631667), np.float64(286183.01393243554), np.float64(17631.79154811329)]",bandpass+dc+sns
SS18,10,Start10,Stop10,518452.92812801036,518457.9321443926,4.0,11.0,3,11.0,True,"[np.float64(400277.849325023), np.float64(53598.85168996916), np.float64(69063.4788140654), np.float64(1112117.958084996), np.float64(450598.21962296474), np.float64(236374.2180519399)]",bandpass+dc+sns
SS18,11,Start11,Stop11,518465.135306279,518470.13639756123,4.0,7.5,0,7.0,False,"[np.float64(425646.04172689765), np.float64(189474.71861567526), np.float64(142893.06486350656), np.float64(68104.42685324038), np.float64(148113.20424204663), np.float64(365424.41907784826)]",bandpass+dc+sns
SS18,12,Start12,Stop12,518477.3443800475,518482.39158102777,4.0,8.5,0,7.0,False,"[np.float64(670401.1328663228), np.float64(247133.98423541314), np.float64(629968.4738810018), np.float64(335113.3425608536), np.float64(356971.1585204271), np.float64(579493.8328073137)]",bandpass+dc+sns
SS18,13,Start13,Stop13,518489.55046871613,518494.5528388984,4.0,7.0,0,7.0,True,"[np.float64(1603764.1415975792), np.float64(33738.615397197056), np.float64(86620.56017374671), np.float64(122533.23772869732), np.float64(58970.50935353352), np.float64(369155.0544839341)]",bandpass+dc+sns
SS18,14,Start14,Stop14,518501.75634208473,518506.7643277668,4.0,8.0,0,7.0,False,"[np.float64(1140504.0031395627), np.float64(740761.769424275), np.float64(198259.221146994), np.float64(464302.0505877732), np.float64(279817.16359733156), np.float64(267257.4781302704)]",bandpass+dc+sns
SS18,15,Start15,Stop15,518513.9678749531,518518.9938117343,4.0,9.0,3,11.0,False,"[np.float64(712936.3203320722), np.float64(110041.55566105236), np.float64(717245.255955325), np.float64(1331747.233032404), np.float64(127908.20701686047), np.float64(261372.14773297607)]",bandpass+dc+sns
SS18,16,Start16,Stop16,518526.17460362177,518531.37870109524,4.0,11.0,3,11.0,True,"[np.float64(45904.81428093845), np.float64(300836.4099449463), np.float64(675716.8899577828), np.float64(4064240.046332149), np.float64(178206.42748346704), np.float64(145236.94687544895)]",bandpass+dc+sns
SS18,17,Start17,Stop17,518538.58879198134,518543.60156056314,4.0,7.5,3,11.0,False,"[np.float64(162881.52349639265), np.float64(158970.980224606), np.float64(251161.94014394475), np.float64(289445.6623258045), np.float64(163293.50573831546), np.float64(120039.42973157272)]",bandpass+dc+sns
SS18,18,Start18,Stop18,518550.79736254987,518555.7947545323,4.0,8.5,2,9.0,False,"[np.float64(275006.9181880617), np.float64(65480.8989478196), np.float64(559026.7644673162), np.float64(277027.9337429302), np.float64(227589.11194844823), np.float64(352332.3329648331)]",bandpass+dc+sns
SS18,19,Start19,Stop19,518562.99874641874,518568.00419790077,4.0,7.0,3,11.0,False,"[np.float64(177330.24809086364), np.float64(97492.76432294789), np.float64(53766.91950296504), np.float64(564308.5175303747), np.float64(139324.62529677298), np.float64(73246.45939814406)]",bandpass+dc+sns
SS18,20,Start20,Stop20,518575.2066488873,518580.20736756956,4.0,8.0,0,7.0,False,"[np.float64(678843.9983598848), np.float64(261124.3755928984), np.float64(228797.453702759), np.float64(264859.1915666613), np.float64(116898.86278628212), np.float64(27461.069870913518)]",bandpass+dc+sns
SS18,21,Start21,Stop21,518587.4197369556,518592.4228655378,4.0,9.0,2,9.0,True,"[np.float64(135535.8792074802), np.float64(182723.12814355665), np.float64(1099349.1910571505), np.float64(245877.54232201877), np.float64(197372.96415189205), np.float64(155560.9135346851)]",bandpass+dc+sns
SS18,22,Start22,Stop22,518599.8254189155,518604.8299710977,4.0,11.0,3,11.0,True,"[np.float64(1444424.3927590183), np.float64(186386.64534315653), np.float64(141843.1947798326), np.float64(2448786.7533040144), np.float64(209416.15658079853), np.float64(205583.48368732978)]",bandpass+dc+sns
SS18,23,Start23,Stop23,518612.035384484,518617.0529650656,4.0,7.5,0,7.0,False,"[np.float64(1632566.1044851637), np.float64(65451.342335091), np.float64(90636.2087429406), np.float64(91777.84126016946), np.float64(577786.6250266088), np.float64(101891.44619695023)]",bandpass+dc+sns
SS18,24,Start24,Stop24,518624.23586525285,518629.241492035,4.0,8.5,0,7.0,False,"[np.float64(2079993.1882505196), np.float64(99374.16107935179), np.float64(685039.3504822521), np.float64(157341.33541993832), np.float64(1371567.8417032494), np.float64(46475.43015507005)]",bandpass+dc+sns
SS19,1,Start1,Stop1,518790.0308007847,518794.8372581718,4.0,7.0,2,9.0,False,"[np.float64(1813988.6675118902), np.float64(760931.570056683), np.float64(84840712.73922971), np.float64(402359.99757080764), np.float64(9097365.759875419), np.float64(67704.37380618587)]",bandpass+dc+sns
SS19,2,Start2,Stop2,518802.2574400062,518807.2425322966,4.0,8.0,2,9.0,False,"[np.float64(534427.2923157485), np.float64(2163566.63573143), np.float64(2459828755.467379), np.float64(505858.0286666332), np.float64(11033066.651671067), np.float64(32155.353121436623)]",bandpass+dc+sns
SS19,3,Start3,Stop3,518814.44824062707,518819.4518914177,4.0,9.0,5,8.5,False,"[np.float64(955894.5483679717), np.float64(349827.75542103697), np.float64(82203288.25345045), np.float64(5357800.701402382), np.float64(666886.4487559858), np.float64(466275640.8951972)]",bandpass+dc+sns
SS19,4,Start4,Stop4,518826.8691528521,518831.6740943391,4.0,11.0,2,9.0,False,"[np.float64(212426.4099699416), np.float64(1041956.0554678977), np.float64(11600974.127803402), np.float64(2236751.365250011), np.float64(3188023.9858379913), np.float64(202788.81109223963)]",bandpass+dc+sns
SS19,5,Start5,Stop5,518839.0842522734,518844.06742546364,4.0,7.5,2,9.0,False,"[np.float64(715743.2351327675), np.float64(808828.1273741026), np.float64(42537200219.1132), np.float64(1320299.1808241608), np.float64(6277246.353460693), np.float64(45161.90712411095)]",bandpass+dc+sns
SS19,6,Start6,Stop6,518851.27345479414,518856.2750963848,4.0,8.5,2,9.0,False,"[np.float64(303762.5718381246), np.float64(248465.0090654699), np.float64(8620559.666569443), np.float64(781587.3305532706), np.float64(959009.721178992), np.float64(17744.834276863334)]",bandpass+dc+sns
SS19,7,Start7,Stop7,518863.4800186153,518868.483183606,4.0,7.0,2,9.0,False,"[np.float64(705831.9946252042), np.float64(140302.2204197005), np.float64(9482438.00074701), np.float64(1899309.2093671332), np.float64(3067390.5066584432), np.float64(36189.61758209168)]",bandpass+dc+sns
SS19,8,Start8,Stop8,518875.68611093645,518880.6998071273,4.0,8.0,2,9.0,False,"[np.float64(904451.2285120058), np.float64(1470193.5249659051), np.float64(152411816.82565936), np.float64(3613560.501030792), np.float64(3685237.711251903), np.float64(16444.126182865126)]",bandpass+dc+sns
SS19,9,Start9,Stop9,518887.9033526578,518892.89759054827,4.0,9.0,2,9.0,True,"[np.float64(1154142.5090567716), np.float64(224623.8604989777), np.float64(25934396.182381503), np.float64(109400.26695053876), np.float64(5111347.706231792), np.float64(5909.760370718306)]",bandpass+dc+sns
SS19,10,Start10,Stop10,518900.1044209788,518905.1051679694,4.0,11.0,2,9.0,False,"[np.float64(830556.8713081689), np.float64(481426.1437395919), np.float64(45287105.019544035), np.float64(7433422.644489087), np.float64(7792069.941899443), np.float64(53655.0238530676)]",bandpass+dc+sns
SS19,11,Start11,Stop11,518912.52012950374,518917.51326169417,4.0,7.5,2,9.0,False,"[np.float64(307508.5338918136), np.float64(318369.0083716876), np.float64(11330156.962641), np.float64(739680.064394508), np.float64(5317733.440378828), np.float64(235446.48169589884)]",bandpass+dc+sns
SS19,12,Start12,Stop12,518924.71604982467,518929.73232151556,4.0,8.5,2,9.0,False,"[np.float64(142382.06750512676), np.float64(106071.29223444106), np.float64(2609893.642507435), np.float64(586645.3075685715), np.float64(759766.88152469), np.float64(102357.6726823483)]",bandpass+dc+sns
SS19,13,Start13,Stop13,518936.92583114584,518941.9451378368,4.0,7.0,2,9.0,False,"[np.float64(2589436.4737732755), np.float64(446619.347711623), np.float64(67975529.75492376), np.float64(1074808.490043141), np.float64(4836538.3756655585), np.float64(34643.647104542026)]",bandpass+dc+sns
SS19,14,Start14,Stop14,518949.132793867,518954.14073185774,4.0,8.0,2,9.0,False,"[np.float64(234298.3265081675), np.float64(3416591.0475272713), np.float64(136901299.15874213), np.float64(118938.08160375198), np.float64(2200343.136444423), np.float64(16758.873354519317)]",bandpass+dc+sns
SS19,15,Start15,Stop15,518961.3464006883,518966.34658547887,4.0,9.0,2,9.0,True,"[np.float64(49217.89924787113), np.float64(480602.45468270226), np.float64(234205864.82500535), np.float64(293955.9138930626), np.float64(6361619.132370619), np.float64(167095.04930573588)]",bandpass+dc+sns
SS19,16,Start16,Stop16,518973.55342130945,518978.75412060367,4.0,11.0,2,9.0,False,"[np.float64(68655.48954939071), np.float64(445562.8023634623), np.float64(15500161.516727202), np.float64(1785449.9421108887), np.float64(13114684.169679131), np.float64(110609.52855076679)]",bandpass+dc+sns
SS19,17,Start17,Stop17,518985.97363963444,518990.9814896252,4.0,7.5,4,7.5,True,"[np.float64(118206.58537156814), np.float64(229513.6299613826), np.float64(9262895.696483387), np.float64(586370.2758690295), np.float64(24524976.766156763), np.float64(83079.12609969113)]",bandpass+dc+sns
SS19,18,Start18,Stop18,518998.16831895534,519002.9852565426,4.0,8.5,2,9.0,False,"[np.float64(58476.457044685114), np.float64(843604.6718739974), np.float64(22471369.96758993), np.float64(1885039.2314430093), np.float64(7128399.277016664), np.float64(119843.65552770063)]",bandpass+dc+sns
SS19,19,Start19,Stop19,519010.3740126765,519015.18572946364,4.0,7.0,2,9.0,False,"[np.float64(2606944.7631312124), np.float64(580908.2011771259), np.float64(30147903.438114386), np.float64(249904.5756095703), np.float64(8559902.130150309), np.float64(133716.63666197564)]",bandpass+dc+sns
SS19,20,Start20,Stop20,519022.58198009763,519027.3882895847,4.0,8.0,2,9.0,False,"[np.float64(305851.3716545423), np.float64(2018176.4444592474), np.float64(65629434.44657341), np.float64(781017.1288229492), np.float64(3326929.9015909927), np.float64(144238.94040866336)]",bandpass+dc+sns
SS19,21,Start21,Stop21,519034.59470381524,519039.79996390955,4.0,9.0,2,9.0,True,"[np.float64(278046.7077198338), np.float64(1653323.3767501446), np.float64(6897852.762776395), np.float64(4882333.005506683), np.float64(2317480.000329942), np.float64(53653.55252191728)]",bandpass+dc+sns
SS19,22,Start22,Stop22,519047.00317964004,519052.0124766308,4.0,11.0,2,9.0,False,"[np.float64(284242.45173885167), np.float64(424775.19009064033), np.float64(416588739.76345354), np.float64(9186201.457657326), np.float64(3449615.2376537994), np.float64(28784.981571753957)]",bandpass+dc+sns
SS19,23,Start23,Stop23,519059.21129846125,519064.21410815185,4.0,7.5,2,9.0,False,"[np.float64(156595.26993927508), np.float64(406085.0236064193), np.float64(471671770.47887146), np.float64(590949.7808055159), np.float64(3936783.5573094343), np.float64(57637.17409291213)]",bandpass+dc+sns
SS19,24,Start24,Stop24,519071.4202815824,519076.44630517345,4.0,8.5,4,7.5,False,"[np.float64(263362.89175103), np.float64(283308.1641625671), np.float64(1908120.7549298469), np.float64(517428.1010050525), np.float64(3562953.91033889), np.float64(101640.99671773729)]",bandpass+dc+sns
SS20,1,Start1,Stop1,3865.655987918097,3870.684076182201,4.0,7.0,3,11.0,False,"[np.float64(8356957.636299871), np.float64(11002.18030347936), np.float64(2684416.6218268834), np.float64(9914885367.625698), np.float64(1909522.2400328373), np.float64(2028244.9285988489)]",bandpass+dc+sns
SS20,2,Start2,Stop2,3877.4615656686087,3882.462358332365,4.0,8.0,2,9.0,False,"[np.float64(1316356.9416634173), np.float64(611457.8900289086), np.float64(114978854.24041623), np.float64(14372079.370081682), np.float64(450745.67808670766), np.float64(1612472.9861131916)]",bandpass+dc+sns
SS20,3,Start3,Stop3,3889.066684816565,3894.0691280803426,4.0,9.0,2,9.0,True,"[np.float64(3583493.468320205), np.float64(115385.62861452618), np.float64(34424607.57805041), np.float64(3978939.4858641718), np.float64(353390.89771278313), np.float64(1164130.432284819)]",bandpass+dc+sns
