subject,trial_idx,start_marker,stop_marker,start_time,stop_time,used_duration,true_freq,pred_class_idx,pred_freq,correct,rhos
SS16,3,Start3,Stop3,516173.8416115373,516178.5396256028,4.0,9.0,2,9.0,True,"[np.float64(0.3672618075031093), np.float64(0.260560634682712), np.float64(0.3743320666855594), np.float64(0.18769171060425424), np.float64(0.2651845352416374), np.float64(0.25203405578909016)]"
SS16,4,Start4,Stop4,516185.7397893564,516190.7369018324,4.0,11.0,3,11.0,True,"[np.float64(0.3035309957289512), np.float64(0.27082233157564), np.float64(0.2705006636570447), np.float64(0.43513857464063743), np.float64(0.34759039675610376), np.float64(0.2860853674959436)]"
SS16,5,Start5,Stop5,516197.93972548615,516202.9446760624,4.0,7.5,4,7.5,True,"[np.float64(0.2581577217340593), np.float64(0.2123516185149027), np.float64(0.224231561999569), np.float64(0.21464986637097977), np.float64(0.5271144928027118), np.float64(0.22581479602458068)]"
SS16,6,Start6,Stop6,516210.14500071603,516215.14765529224,4.0,8.5,5,8.5,True,"[np.float64(0.27666533150366257), np.float64(0.25241196451033565), np.float64(0.1888767998979176), np.float64(0.2128185451241729), np.float64(0.32093348484254014), np.float64(0.4567371140107802)]"
SS16,7,Start7,Stop7,516222.54971675295,516227.5508497291,4.0,7.0,0,7.0,True,"[np.float64(0.4151843350712778), np.float64(0.34034569007165355), np.float64(0.28802421723373683), np.float64(0.15709985635162402), np.float64(0.3027778667819156), np.float64(0.2286193910086937)]"
SS16,8,Start8,Stop8,516234.96239719016,516239.9587258662,4.0,8.0,1,8.0,True,"[np.float64(0.3629790702944277), np.float64(0.5051410686961189), np.float64(0.33293278360629924), np.float64(0.23687262152798982), np.float64(0.258085224895648), np.float64(0.14958689790807148)]"
SS16,9,Start9,Stop9,516247.16278981994,516252.3765025036,4.0,9.0,2,9.0,True,"[np.float64(0.2947377722580308), np.float64(0.24646801192439904), np.float64(0.4221765123377075), np.float64(0.2022541545046634), np.float64(0.33799889332531713), np.float64(0.2633712702942102)]"
SS16,10,Start10,Stop10,516259.57683435717,516264.37112262606,4.0,11.0,3,11.0,True,"[np.float64(0.21847224208347873), np.float64(0.30875691724867255), np.float64(0.20893816737507218), np.float64(0.3534903912096177), np.float64(0.3380237367384888), np.float64(0.2401345663680318)]"
SS16,11,Start11,Stop11,516271.77203298674,516276.77501666296,4.0,7.5,4,7.5,True,"[np.float64(0.2578453402564152), np.float64(0.24049532633462536), np.float64(0.1994601606594308), np.float64(0.21206884818723173), np.float64(0.5449967948077922), np.float64(0.2275716588600976)]"
SS16,12,Start12,Stop12,516283.98399221693,516288.9812981929,4.0,8.5,5,8.5,True,"[np.float64(0.2502205729144981), np.float64(0.2542417137840936), np.float64(0.22721176132620852), np.float64(0.1687981184559238), np.float64(0.31654038380649546), np.float64(0.34281449718103535)]"
SS16,13,Start13,Stop13,516296.1840650466,516301.1879057228,4.0,7.0,0,7.0,True,"[np.float64(0.5147185050138882), np.float64(0.26521125638976906), np.float64(0.2242438173454752), np.float64(0.28075290455894536), np.float64(0.2883985486535286), np.float64(0.26955025183051035)]"
SS16,14,Start14,Stop14,516308.59743008384,516313.5918537598,4.0,8.0,1,8.0,True,"[np.float64(0.29455428956797114), np.float64(0.5705653543292108), np.float64(0.2286716752661221), np.float64(0.2469890328804067), np.float64(0.3319254926308338), np.float64(0.22208758493073721)]"
SS16,15,Start15,Stop15,516320.79527991347,516325.8040323899,4.0,9.0,2,9.0,True,"[np.float64(0.2332450338933025), np.float64(0.2393752359997019), np.float64(0.41785359961486807), np.float64(0.27719358589323506), np.float64(0.29339147499399193), np.float64(0.3225787850122506)]"
SS16,16,Start16,Stop16,516333.00281244353,516338.0100356199,4.0,11.0,3,11.0,True,"[np.float64(0.18792802967694236), np.float64(0.34357875378400676), np.float64(0.2695888338721241), np.float64(0.40313126054629733), np.float64(0.2598209286034719), np.float64(0.21114225700141703)]"
SS16,17,Start17,Stop17,516345.4092162805,516350.40836645657,4.0,7.5,4,7.5,True,"[np.float64(0.25497891834232966), np.float64(0.22557860123419973), np.float64(0.20866936278730905), np.float64(0.22879196691306497), np.float64(0.470529975527385), np.float64(0.2508447702218371)]"
SS16,18,Start18,Stop18,516357.6116120103,516362.6188484867,4.0,8.5,5,8.5,True,"[np.float64(0.2659861996096829), np.float64(0.23385868174685034), np.float64(0.19372681254705476), np.float64(0.21176702522209268), np.float64(0.37393611779294766), np.float64(0.4330033842559073)]"
SS16,19,Start19,Stop19,516369.8303562407,516374.82180481654,4.0,7.0,0,7.0,True,"[np.float64(0.4133301443941826), np.float64(0.30849740328883346), np.float64(0.17950420334763653), np.float64(0.23297774486265013), np.float64(0.34241105330923033), np.float64(0.26727676003736844)]"
SS16,20,Start20,Stop20,516382.0273571703,516387.0333977466,4.0,8.0,1,8.0,True,"[np.float64(0.20380720552923734), np.float64(0.5261046669979681), np.float64(0.1995005416704174), np.float64(0.19865260856325517), np.float64(0.37909677735661274), np.float64(0.20250630133159886)]"
SS16,21,Start21,Stop21,516394.0345714932,516399.23384637636,4.0,9.0,2,9.0,True,"[np.float64(0.2688951373958294), np.float64(0.23904104766915377), np.float64(0.4180030579738372), np.float64(0.19419387619452932), np.float64(0.3010886503633319), np.float64(0.21778701650358617)]"
SS16,22,Start22,Stop22,516406.43837673013,516411.4418053064,4.0,11.0,3,11.0,True,"[np.float64(0.25678523190978136), np.float64(0.2802026434457908), np.float64(0.18632502614156926), np.float64(0.36962010801225686), np.float64(0.3572469579531281), np.float64(0.25118288925600296)]"
SS16,23,Start23,Stop23,516418.6467098601,516423.64796763635,4.0,7.5,4,7.5,True,"[np.float64(0.2138604132882558), np.float64(0.21870501775061668), np.float64(0.20924746224476096), np.float64(0.1674611141177069), np.float64(0.5812862856057498), np.float64(0.26632847804173426)]"
SS16,24,Start24,Stop24,516430.8607081904,516435.87295866694,4.0,8.5,5,8.5,True,"[np.float64(0.25386125387666875), np.float64(0.24996288587345616), np.float64(0.2600429795576969), np.float64(0.1485752516263001), np.float64(0.2651949298999102), np.float64(0.3540758137774181)]"
SS17,1,Start1,Stop1,516943.7625969689,516948.76032041194,4.0,7.0,0,7.0,True,"[np.float64(0.43192987141515343), np.float64(0.19290653142470915), np.float64(0.2161105171796966), np.float64(0.21368586178478505), np.float64(0.35180147975903725), np.float64(0.1907794739464305)]"
SS17,2,Start2,Stop2,516956.1725251275,516961.1682716705,4.0,8.0,1,8.0,True,"[np.float64(0.269767885027137), np.float64(0.32851201827509585), np.float64(0.1973070489788062), np.float64(0.17470658661721417), np.float64(0.29166675818084925), np.float64(0.2571202809399616)]"
SS17,3,Start3,Stop3,516968.5726855862,516973.58109942905,4.0,9.0,2,9.0,True,"[np.float64(0.31530980550519766), np.float64(0.3011093336503396), np.float64(0.3175119432158511), np.float64(0.14304639930955768), np.float64(0.28939627676980595), np.float64(0.1582501217507616)]"
SS17,4,Start4,Stop4,516980.7779530471,516985.78659688996,4.0,11.0,3,11.0,True,"[np.float64(0.35515576504121366), np.float64(0.23413907410728366), np.float64(0.20018591629478555), np.float64(0.3720667914229509), np.float64(0.3053970433794812), np.float64(0.240378853670753)]"
SS17,5,Start5,Stop5,516992.9924703078,516998.1907851486,4.0,7.5,4,7.5,True,"[np.float64(0.4065536320229394), np.float64(0.2752126674897164), np.float64(0.21558334995675604), np.float64(0.243990513502937), np.float64(0.4870983551567508), np.float64(0.18797430184416394)]"
SS17,6,Start6,Stop6,517005.3915852665,517010.39791770943,4.0,8.5,5,8.5,True,"[np.float64(0.2611211255498728), np.float64(0.21591687654131872), np.float64(0.1631523440990617), np.float64(0.21525050350190097), np.float64(0.31249678232898986), np.float64(0.3395024680479245)]"
SS17,7,Start7,Stop7,517017.60575892724,517022.6053645703,4.0,7.0,0,7.0,True,"[np.float64(0.39730350141012927), np.float64(0.22853726861159426), np.float64(0.1837804271630772), np.float64(0.19029534062811074), np.float64(0.3505672510436004), np.float64(0.32823839222004886)]"
SS17,8,Start8,Stop8,517029.8069541882,517034.8199241311,4.0,8.0,1,8.0,True,"[np.float64(0.3495676176106545), np.float64(0.38499971646814507), np.float64(0.22244201240324293), np.float64(0.23157890408917897), np.float64(0.2410502206519064), np.float64(0.27195465199277624)]"
SS17,9,Start9,Stop9,517042.021281849,517047.21550578985,4.0,9.0,0,7.0,False,"[np.float64(0.3593416418490185), np.float64(0.30203209215748883), np.float64(0.3418382270082221), np.float64(0.22318136034314423), np.float64(0.2870324590884354), np.float64(0.22289800286584882)]"
SS17,10,Start10,Stop10,517054.42236840766,517059.4281269506,4.0,11.0,3,11.0,True,"[np.float64(0.3918499847721963), np.float64(0.2636986077943907), np.float64(0.2298768442028777), np.float64(0.4101042158277689), np.float64(0.3195365467592387), np.float64(0.21494091948805139)]"
SS17,11,Start11,Stop11,517066.8257845663,517071.82841420925,4.0,7.5,4,7.5,True,"[np.float64(0.3125854077138846), np.float64(0.21455683440097856), np.float64(0.15808581224572282), np.float64(0.1591917291085626), np.float64(0.5198166733963222), np.float64(0.233533501661857)]"
SS17,12,Start12,Stop12,517079.0320914272,517084.0359113701,4.0,8.5,0,7.0,False,"[np.float64(0.3871184936792049), np.float64(0.2567978980858064), np.float64(0.17570150872511098), np.float64(0.16589639908825474), np.float64(0.27266721173649794), np.float64(0.34684725695258)]"
SS17,13,Start13,Stop13,517091.2505807879,517096.44183602877,4.0,7.0,0,7.0,True,"[np.float64(0.4063491803727524), np.float64(0.26869784074101777), np.float64(0.19827563654452013), np.float64(0.18229110070494411), np.float64(0.31558706533201364), np.float64(0.17916185460238176)]"
SS17,14,Start14,Stop14,517103.64814684656,517108.64975858957,4.0,8.0,1,8.0,True,"[np.float64(0.30692084225061567), np.float64(0.4525794181181067), np.float64(0.17324717827509792), np.float64(0.19527941094539858), np.float64(0.30082888130122987), np.float64(0.2239456428501345)]"
SS17,15,Start15,Stop15,517115.8555946075,517120.8596416504,4.0,9.0,2,9.0,True,"[np.float64(0.3826140214038039), np.float64(0.20715350506208172), np.float64(0.3985424135568702), np.float64(0.18736787722158268), np.float64(0.2338367163019755), np.float64(0.18011353478869127)]"
SS17,16,Start16,Stop16,517128.05954526836,517133.26343360904,4.0,11.0,3,11.0,True,"[np.float64(0.2674587412911499), np.float64(0.2917143487700485), np.float64(0.20297803029954212), np.float64(0.42676690300296655), np.float64(0.2668727995721017), np.float64(0.19200849160741892)]"
SS17,17,Start17,Stop17,517140.4696355269,517145.47023636993,4.0,7.5,4,7.5,True,"[np.float64(0.22743331957037516), np.float64(0.2777181800891829), np.float64(0.2082635697387387), np.float64(0.24494236827160948), np.float64(0.5212995533380841), np.float64(0.29957516611883)]"
SS17,18,Start18,Stop18,517152.68882148765,517157.88316912844,4.0,8.5,5,8.5,True,"[np.float64(0.24907521845768185), np.float64(0.2501792056043661), np.float64(0.20613416177779645), np.float64(0.2504565856233019), np.float64(0.3178611232330866), np.float64(0.4504325011418067)]"
SS17,19,Start19,Stop19,517165.1069382461,517169.89146299154,4.0,7.0,0,7.0,True,"[np.float64(0.43129772168753366), np.float64(0.19742403085584762), np.float64(0.17811302567728016), np.float64(0.1779747586581539), np.float64(0.3599439193774153), np.float64(0.23913731786024553)]"
SS17,20,Start20,Stop20,517177.0936151095,517182.0939980525,4.0,8.0,1,8.0,True,"[np.float64(0.4413159308143778), np.float64(0.48343090339219), np.float64(0.20783228048664384), np.float64(0.16337473538538802), np.float64(0.22723120189352625), np.float64(0.23104943752322724)]"
SS17,21,Start21,Stop21,517189.49616306816,517194.5000776111,4.0,9.0,2,9.0,True,"[np.float64(0.2567577075122409), np.float64(0.22357789210940116), np.float64(0.43876624609265624), np.float64(0.1928323899577804), np.float64(0.33919970342477807), np.float64(0.17283326865909576)]"
SS17,22,Start22,Stop22,517201.702726329,517206.7339513716,4.0,11.0,3,11.0,True,"[np.float64(0.27395969978642154), np.float64(0.2927595589816873), np.float64(0.1568926422431571), np.float64(0.39773448184984), np.float64(0.2807676854071028), np.float64(0.2614319107694493)]"
SS17,23,Start23,Stop23,517213.9173116898,517218.91083293286,4.0,7.5,4,7.5,True,"[np.float64(0.1929560888555754), np.float64(0.17299151012766242), np.float64(0.18774332218507891), np.float64(0.24359816290320546), np.float64(0.47745490485206177), np.float64(0.1827079803887504)]"
SS17,24,Start24,Stop24,517226.11518505076,517231.12470009364,4.0,8.5,5,8.5,True,"[np.float64(0.2722940045979613), np.float64(0.13881336937639288), np.float64(0.18971646760166197), np.float64(0.17244415120169815), np.float64(0.2761371728393111), np.float64(0.519183060232839)]"
SS18,1,Start1,Stop1,518342.4482368199,518347.4486566022,4.0,7.0,0,7.0,True,"[np.float64(0.43839947383785594), np.float64(0.2546676372525185), np.float64(0.2850341134674467), np.float64(0.25039233138056904), np.float64(0.31652407132317084), np.float64(0.19990736776980905)]"
SS18,2,Start2,Stop2,518354.6683597879,518359.6600627706,4.0,8.0,4,7.5,False,"[np.float64(0.2814836313845843), np.float64(0.3386056170943776), np.float64(0.2238721747535292), np.float64(0.2075907100589013), np.float64(0.3519047911627231), np.float64(0.20643129119361547)]"
SS18,3,Start3,Stop3,518367.0664814482,518372.0745893302,4.0,9.0,2,9.0,True,"[np.float64(0.1875687685140583), np.float64(0.2267353959473415), np.float64(0.4378674277545482), np.float64(0.18842911743958507), np.float64(0.36507580295965636), np.float64(0.24638319610027798)]"
SS18,4,Start4,Stop4,518379.2738054167,518384.274722799,4.0,11.0,3,11.0,True,"[np.float64(0.32277292868963303), np.float64(0.34240273182837494), np.float64(0.27729688417031007), np.float64(0.42484640496507015), np.float64(0.3221883680796284), np.float64(0.20832209233659627)]"
SS18,5,Start5,Stop5,518391.4805757854,518396.49035796727,4.0,7.5,4,7.5,True,"[np.float64(0.24591673634300337), np.float64(0.2122470825574049), np.float64(0.33307199945114146), np.float64(0.15582883298995748), np.float64(0.5902066805880297), np.float64(0.2179717422362508)]"
SS18,6,Start6,Stop6,518403.892874345,518408.89162202744,4.0,8.5,4,7.5,False,"[np.float64(0.26475326561096996), np.float64(0.2356087843930728), np.float64(0.2622384650503397), np.float64(0.2290579172712045), np.float64(0.32360269040654444), np.float64(0.3102969584906171)]"
SS18,7,Start7,Stop7,518416.1940790095,518421.10271569586,4.0,7.0,0,7.0,True,"[np.float64(0.39083320157891016), np.float64(0.286504553860672), np.float64(0.22066588063164574), np.float64(0.2414194276014502), np.float64(0.25862027198156384), np.float64(0.21442546440020882)]"
SS18,8,Start8,Stop8,518428.31130508205,518433.31564326416,4.0,8.0,1,8.0,True,"[np.float64(0.3299054138004934), np.float64(0.5531568518951681), np.float64(0.20785841256475107), np.float64(0.18254582005363168), np.float64(0.2817311673658121), np.float64(0.20731524506702176)]"
SS18,9,Start9,Stop9,518440.52173205046,518445.7182285242,4.0,9.0,0,7.0,False,"[np.float64(0.43151499889145006), np.float64(0.2401531330844283), np.float64(0.36512373494097744), np.float64(0.17100999591351213), np.float64(0.3163192626128396), np.float64(0.24540323752206264)]"
SS18,10,Start10,Stop10,518452.92812801036,518457.9321443926,4.0,11.0,3,11.0,True,"[np.float64(0.2643967832175985), np.float64(0.2648813625969589), np.float64(0.18263651788896043), np.float64(0.29978381236604823), np.float64(0.29620015973692726), np.float64(0.16638240561421921)]"
SS18,11,Start11,Stop11,518465.135306279,518470.13639756123,4.0,7.5,4,7.5,True,"[np.float64(0.2479226035099723), np.float64(0.25980712238133474), np.float64(0.1829677469431423), np.float64(0.25174223549383246), np.float64(0.5114923438563445), np.float64(0.22372787142151088)]"
SS18,12,Start12,Stop12,518477.3443800475,518482.39158102777,4.0,8.5,5,8.5,True,"[np.float64(0.33182667398395116), np.float64(0.20196367691003578), np.float64(0.19797793668568756), np.float64(0.1723992835227698), np.float64(0.30683588517516813), np.float64(0.4508749128098499)]"
SS18,13,Start13,Stop13,518489.55046871613,518494.5528388984,4.0,7.0,0,7.0,True,"[np.float64(0.45537954972778205), np.float64(0.24527083110635112), np.float64(0.2597893914793813), np.float64(0.1826850270809442), np.float64(0.41110471915536967), np.float64(0.214522764941487)]"
SS18,14,Start14,Stop14,518501.75634208473,518506.7643277668,4.0,8.0,0,7.0,False,"[np.float64(0.39397425077356), np.float64(0.3370744351057917), np.float64(0.15731980480722083), np.float64(0.17172714904296418), np.float64(0.32167546490090093), np.float64(0.21065846310332587)]"
SS18,15,Start15,Stop15,518513.9678749531,518518.9938117343,4.0,9.0,0,7.0,False,"[np.float64(0.3988201981523394), np.float64(0.2520524890146066), np.float64(0.3295000758759781), np.float64(0.2939656758304137), np.float64(0.2407113436610283), np.float64(0.22389652657584386)]"
SS18,16,Start16,Stop16,518526.17460362177,518531.37870109524,4.0,11.0,3,11.0,True,"[np.float64(0.2740258258580054), np.float64(0.2749767349508999), np.float64(0.31622721001768783), np.float64(0.5024019713642577), np.float64(0.2865493854872526), np.float64(0.1791499164504393)]"
SS18,17,Start17,Stop17,518538.58879198134,518543.60156056314,4.0,7.5,4,7.5,True,"[np.float64(0.26114269184236655), np.float64(0.21929527053584574), np.float64(0.20333693790904442), np.float64(0.23867566118355207), np.float64(0.49325582761939124), np.float64(0.19735439055158158)]"
SS18,18,Start18,Stop18,518550.79736254987,518555.7947545323,4.0,8.5,5,8.5,True,"[np.float64(0.2172762085575317), np.float64(0.24764417764166544), np.float64(0.30252776383824787), np.float64(0.22326658618021805), np.float64(0.25261729390116583), np.float64(0.4723263539548141)]"
SS18,19,Start19,Stop19,518562.99874641874,518568.00419790077,4.0,7.0,0,7.0,True,"[np.float64(0.45139470579631463), np.float64(0.23241423432435), np.float64(0.20651425255538988), np.float64(0.21914762147218383), np.float64(0.38611045278559003), np.float64(0.22286500698769082)]"
SS18,20,Start20,Stop20,518575.2066488873,518580.20736756956,4.0,8.0,1,8.0,True,"[np.float64(0.29009973010543644), np.float64(0.47175007939280444), np.float64(0.26077225531523274), np.float64(0.2171472512369042), np.float64(0.36460826083467845), np.float64(0.24108123430766834)]"
SS18,21,Start21,Stop21,518587.4197369556,518592.4228655378,4.0,9.0,2,9.0,True,"[np.float64(0.253507296626119), np.float64(0.23713870378627339), np.float64(0.4299928423113742), np.float64(0.26029705887975185), np.float64(0.23322241403593622), np.float64(0.24982634317911007)]"
SS18,22,Start22,Stop22,518599.8254189155,518604.8299710977,4.0,11.0,3,11.0,True,"[np.float64(0.38645286888869534), np.float64(0.26077480756288857), np.float64(0.21812164940133), np.float64(0.4343741403504118), np.float64(0.3075020800260677), np.float64(0.24180050316987317)]"
SS18,23,Start23,Stop23,518612.035384484,518617.0529650656,4.0,7.5,4,7.5,True,"[np.float64(0.32450656894866386), np.float64(0.23894286344754792), np.float64(0.271467243404855), np.float64(0.18305304007789022), np.float64(0.5186301819693335), np.float64(0.23342186027778716)]"
SS18,24,Start24,Stop24,518624.23586525285,518629.241492035,4.0,8.5,5,8.5,True,"[np.float64(0.35080419057073287), np.float64(0.22340707656403516), np.float64(0.28273236453724165), np.float64(0.19814893341822373), np.float64(0.26650865960525755), np.float64(0.4415061117447393)]"
SS19,1,Start1,Stop1,518790.0308007847,518794.8372581718,4.0,7.0,0,7.0,True,"[np.float64(0.36901121792867614), np.float64(0.2805411374697823), np.float64(0.27097072042016923), np.float64(0.25018805652944476), np.float64(0.33885464415237), np.float64(0.2054857222178683)]"
SS19,2,Start2,Stop2,518802.2574400062,518807.2425322966,4.0,8.0,1,8.0,True,"[np.float64(0.25154411495999557), np.float64(0.3913876528262989), np.float64(0.2244627076313564), np.float64(0.2548035842589638), np.float64(0.2190282080327158), np.float64(0.20772283865780158)]"
SS19,3,Start3,Stop3,518814.44824062707,518819.4518914177,4.0,9.0,2,9.0,True,"[np.float64(0.3466579882953505), np.float64(0.21397912281460635), np.float64(0.39794265378245575), np.float64(0.24568770051116728), np.float64(0.2608766936004379), np.float64(0.2647522018779917)]"
SS19,4,Start4,Stop4,518826.8691528521,518831.6740943391,4.0,11.0,4,7.5,False,"[np.float64(0.2540900944378127), np.float64(0.19879715817782387), np.float64(0.2355807177289816), np.float64(0.2856846558597787), np.float64(0.34321914511863477), np.float64(0.2987307415993658)]"
SS19,5,Start5,Stop5,518839.0842522734,518844.06742546364,4.0,7.5,4,7.5,True,"[np.float64(0.2974482015049824), np.float64(0.25402096789415024), np.float64(0.2473609943054237), np.float64(0.2297756616399695), np.float64(0.5199583352192257), np.float64(0.3111948375390784)]"
SS19,6,Start6,Stop6,518851.27345479414,518856.2750963848,4.0,8.5,5,8.5,True,"[np.float64(0.24163627668471907), np.float64(0.2499537868842573), np.float64(0.22944637248044208), np.float64(0.1855557406333415), np.float64(0.29906091369550447), np.float64(0.4806123187122019)]"
SS19,7,Start7,Stop7,518863.4800186153,518868.483183606,4.0,7.0,0,7.0,True,"[np.float64(0.4086837950637907), np.float64(0.2564970208342881), np.float64(0.2185872232479326), np.float64(0.2832419661354419), np.float64(0.33689367250464136), np.float64(0.21493136724754203)]"
SS19,8,Start8,Stop8,518875.68611093645,518880.6998071273,4.0,8.0,4,7.5,False,"[np.float64(0.25501863255549795), np.float64(0.36243533445995063), np.float64(0.24273853230363107), np.float64(0.31157063955367226), np.float64(0.3685200572148654), np.float64(0.2089598654153313)]"
SS19,9,Start9,Stop9,518887.9033526578,518892.89759054827,4.0,9.0,2,9.0,True,"[np.float64(0.23931035328419784), np.float64(0.20451668215902177), np.float64(0.46244826906395764), np.float64(0.20712043949616118), np.float64(0.3333493299534797), np.float64(0.21306938033782039)]"
SS19,10,Start10,Stop10,518900.1044209788,518905.1051679694,4.0,11.0,1,8.0,False,"[np.float64(0.23836603829796763), np.float64(0.34752500854236357), np.float64(0.23065832817382148), np.float64(0.30959498758071513), np.float64(0.31744887995822635), np.float64(0.3336926670634549)]"
SS19,11,Start11,Stop11,518912.52012950374,518917.51326169417,4.0,7.5,4,7.5,True,"[np.float64(0.24899631116905221), np.float64(0.2318746572860967), np.float64(0.192977826562096), np.float64(0.183305889028077), np.float64(0.4824323568742386), np.float64(0.22855675724296742)]"
SS19,12,Start12,Stop12,518924.71604982467,518929.73232151556,4.0,8.5,5,8.5,True,"[np.float64(0.21351563466510307), np.float64(0.24215660955672746), np.float64(0.223445366987612), np.float64(0.18701620076336328), np.float64(0.3133881151645556), np.float64(0.4285644448915647)]"
SS19,13,Start13,Stop13,518936.92583114584,518941.9451378368,4.0,7.0,0,7.0,True,"[np.float64(0.4850531748505043), np.float64(0.30424066095246394), np.float64(0.2780835092851581), np.float64(0.19688806277654727), np.float64(0.34601159969059986), np.float64(0.20841605191471935)]"
SS19,14,Start14,Stop14,518949.132793867,518954.14073185774,4.0,8.0,1,8.0,True,"[np.float64(0.20702606053645012), np.float64(0.4495994363176078), np.float64(0.24938410305935002), np.float64(0.1800416722981793), np.float64(0.29458536860781254), np.float64(0.25275473230433104)]"
SS19,15,Start15,Stop15,518961.3464006883,518966.34658547887,4.0,9.0,2,9.0,True,"[np.float64(0.2555355464599059), np.float64(0.2533066638094914), np.float64(0.4225237601095738), np.float64(0.2435881838564654), np.float64(0.33462299116808997), np.float64(0.259076168480039)]"
SS19,16,Start16,Stop16,518973.55342130945,518978.75412060367,4.0,11.0,4,7.5,False,"[np.float64(0.22822160425107918), np.float64(0.3039632817383583), np.float64(0.25230559398205116), np.float64(0.3262044707553912), np.float64(0.3877792357436039), np.float64(0.2726048031867579)]"
SS19,17,Start17,Stop17,518985.97363963444,518990.9814896252,4.0,7.5,4,7.5,True,"[np.float64(0.24856248770792114), np.float64(0.2400366412560266), np.float64(0.23383759428355205), np.float64(0.22881386708387444), np.float64(0.4711703082564523), np.float64(0.29420648291990786)]"
SS19,18,Start18,Stop18,518998.16831895534,519002.9852565426,4.0,8.5,5,8.5,True,"[np.float64(0.3067270348734466), np.float64(0.20565610294995468), np.float64(0.22524366310692845), np.float64(0.2713399249716905), np.float64(0.26834384396857486), np.float64(0.33274617818305247)]"
SS19,19,Start19,Stop19,519010.3740126765,519015.18572946364,4.0,7.0,0,7.0,True,"[np.float64(0.43789957400412505), np.float64(0.2789725220032312), np.float64(0.21140714328571023), np.float64(0.25204273384799525), np.float64(0.30403187719143593), np.float64(0.25090635599830863)]"
SS19,20,Start20,Stop20,519022.58198009763,519027.3882895847,4.0,8.0,1,8.0,True,"[np.float64(0.28705657371820037), np.float64(0.5065851453947027), np.float64(0.24884481127055424), np.float64(0.24001460482183148), np.float64(0.3517243810758397), np.float64(0.2612011661917915)]"
SS19,21,Start21,Stop21,519034.59470381524,519039.79996390955,4.0,9.0,2,9.0,True,"[np.float64(0.25302867421536607), np.float64(0.2935280725387364), np.float64(0.46707024836911537), np.float64(0.28134528333678516), np.float64(0.3053199928695489), np.float64(0.24267025195458775)]"
SS19,22,Start22,Stop22,519047.00317964004,519052.0124766308,4.0,11.0,3,11.0,True,"[np.float64(0.23455474224377076), np.float64(0.21835721220493218), np.float64(0.20445781112461425), np.float64(0.40013282637810815), np.float64(0.28076116077185875), np.float64(0.23862291392230753)]"
SS19,23,Start23,Stop23,519059.21129846125,519064.21410815185,4.0,7.5,4,7.5,True,"[np.float64(0.23661551653584734), np.float64(0.2675922383452465), np.float64(0.29846208991284706), np.float64(0.3420700791101404), np.float64(0.5194536696123566), np.float64(0.2567999899810927)]"
SS19,24,Start24,Stop24,519071.4202815824,519076.44630517345,4.0,8.5,5,8.5,True,"[np.float64(0.2249469910154755), np.float64(0.2706794641446537), np.float64(0.2614706782918224), np.float64(0.1958257309597757), np.float64(0.31584841058882385), np.float64(0.4095090307001494)]"
SS20,1,Start1,Stop1,3865.655987918097,3870.684076182201,4.0,7.0,0,7.0,True,"[np.float64(0.4488983143630967), np.float64(0.20754188858643335), np.float64(0.18545835888392653), np.float64(0.25121961846590746), np.float64(0.34488238763753637), np.float64(0.25661422676742474)]"
SS20,2,Start2,Stop2,3877.4615656686087,3882.462358332365,4.0,8.0,1,8.0,True,"[np.float64(0.39723613983852263), np.float64(0.5503420926750424), np.float64(0.20404253223985871), np.float64(0.28083370991913503), np.float64(0.3085528203909528), np.float64(0.2425464263114579)]"
SS20,3,Start3,Stop3,3889.066684816565,3894.0691280803426,4.0,9.0,2,9.0,True,"[np.float64(0.22039731521898437), np.float64(0.23826798866072196), np.float64(0.5099103574956743), np.float64(0.24038441060673024), np.float64(0.25241808033878294), np.float64(0.2583815591561451)]"
SS20,4,Start4,Stop4,3900.8731121670876,3905.6762681283244,4.0,11.0,3,11.0,True,"[np.float64(0.24601283397698814), np.float64(0.29456723622931685), np.float64(0.29165970290519794), np.float64(0.4380959355844177), np.float64(0.3323903291638211), np.float64(0.26220432049112186)]"
SS20,5,Start5,Stop5,3912.288225212622,3917.285859776338,4.0,7.5,4,7.5,True,"[np.float64(0.2864151396452838), np.float64(0.3286488848848806), np.float64(0.2753403634301594), np.float64(0.2409692949118451), np.float64(0.6180632719013399), np.float64(0.16716519937116303)]"
SS20,6,Start6,Stop6,3923.8902092605385,3929.0879662268057,4.0,8.5,5,8.5,True,"[np.float64(0.2890960978455184), np.float64(0.35342946951437876), np.float64(0.20057491727930887), np.float64(0.1942527863253676), np.float64(0.3089761447882341), np.float64(0.5811383066593419)]"
SS20,7,Start7,Stop7,3935.691620510997,3940.6957754747964,4.0,7.0,0,7.0,True,"[np.float64(0.4712164338863285), np.float64(0.22786106166990094), np.float64(0.25386441552174266), np.float64(0.18818476374605703), np.float64(0.25352427190324056), np.float64(0.2658816741679264)]"
SS20,8,Start8,Stop8,3947.3046178590544,3952.3041877227947,4.0,8.0,1,8.0,True,"[np.float64(0.3066787757170114), np.float64(0.5758848882352012), np.float64(0.2711854312199607), np.float64(0.2306885451493042), np.float64(0.28520063303360615), np.float64(0.3025174447479054)]"
